LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2013
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"130150 Envira";1;1;1;2;1;1;3;1;-;1;1;-;13
"130160 Fonte Boa";-;-;-;-;-;-;-;-;-;-;-;1;1
"130165 Guajará";2;2;1;-;3;1;1;1;-;-;-;-;11
"130170 Humaitá";4;1;4;19;8;3;4;12;5;6;3;4;73
"130180 Ipixuna";4;3;-;3;2;4;1;1;1;-;-;1;20
"130185 Iranduba";1;1;1;-;-;-;-;-;1;1;1;-;6
"130190 Itacoatiara";16;12;12;7;5;4;3;1;4;2;5;14;85
"130195 Itamarati";1;1;-;1;-;-;-;-;-;-;-;-;3
"130200 Itapiranga";3;-;1;1;1;-;-;-;-;-;1;3;10
"130210 Japurá";-;-;-;1;1;1;-;-;1;-;-;-;4
"130240 Lábrea";3;2;3;3;9;9;7;6;2;1;2;2;49
"130250 Manacapuru";3;2;-;4;-;4;4;1;2;1;2;1;24
"130260 Manaus";57;40;55;40;20;11;9;6;18;12;47;40;355
"130270 Manicoré";-;-;-;3;2;1;1;2;-;-;-;-;9
"130290 Maués";7;5;1;3;3;5;9;3;4;7;1;-;48
"130300 Nhamundá";1;1;-;1;-;1;2;1;1;-;-;1;9
"130310 Nova Olinda do Norte";-;-;-;-;-;-;-;-;-;1;1;1;3
"130320 Novo Airão";-;1;-;1;3;-;2;3;2;4;2;2;20
"130330 Novo Aripuanã";1;5;14;16;3;1;1;3;-;3;-;-;47
"130340 Parintins";2;-;1;-;-;1;1;1;-;-;1;1;8
"130350 Pauini";1;-;-;-;1;-;-;2;2;1;-;2;9
"130353 Presidente Figueiredo";37;24;20;22;10;9;5;6;2;7;19;18;179
"130356 Rio Preto da Eva";68;33;33;22;7;7;11;5;5;9;9;19;228
"130360 Santa Isabel do Rio Negro";1;1;-;1;1;1;-;-;-;1;-;1;7
"130370 Santo Antônio do Içá";-;-;-;-;1;-;1;-;-;1;1;-;4
"130380 São Gabriel da Cachoeira";1;-;1;1;-;1;-;3;-;-;-;-;7
"130390 São Paulo de Olivença";-;1;-;-;-;-;-;-;-;-;-;-;1
"130395 São Sebastião do Uatumã";1;-;-;1;-;-;-;-;1;-;-;-;3
"130406 Tabatinga";-;-;-;-;1;-;-;2;1;-;-;2;6
"130410 Tapauá";-;-;-;-;-;-;-;-;1;1;-;-;2
"130420 Tefé";2;-;1;1;-;-;2;-;-;-;-;-;6
"130426 Uarini";-;-;-;1;-;-;-;-;-;-;-;-;1
"130440 Urucurituba";-;-;-;1;-;-;-;-;-;-;-;-;1
"130000 Município ignorado - AM";1;-;1;-;-;-;-;-;-;-;-;-;2
"140005 Alto Alegre";3;2;1;3;1;1;-;1;-;-;-;-;12
"140002 Amajari";2;-;-;1;1;-;1;1;-;1;-;-;7
"140010 Boa Vista";-;1;1;2;6;6;4;3;2;1;-;1;27
"140015 Bonfim";1;-;-;5;-;-;-;-;-;1;-;-;7
"140017 Cantá";4;3;2;6;5;10;2;2;4;1;-;1;40
"140020 Caracaraí";2;1;3;7;5;3;4;3;-;1;1;-;30
"140023 Caroebe";8;6;15;19;16;12;6;2;-;1;1;2;88
"140028 Iracema";2;3;1;3;-;1;1;1;-;1;-;1;14
"140030 Mucajaí";2;3;3;2;4;2;2;3;-;2;1;-;24
"140045 Pacaraima";4;1;3;4;3;1;-;-;1;2;-;-;19
"140047 Rorainópolis";10;26;21;30;27;17;20;10;5;3;6;4;179
"140050 São João da Baliza";4;1;4;4;3;3;3;2;1;1;-;1;27
"140060 São Luiz";-;3;5;3;4;8;2;1;1;-;-;2;29
"140070 Uiramutã";3;2;3;1;4;2;2;1;4;-;-;-;22
"140000 Município ignorado - RR";-;-;1;1;1;-;-;-;-;-;1;-;4
"150010 Abaetetuba";1;-;-;-;-;-;-;-;-;1;2;-;4
"150013 Abel Figueiredo";1;-;-;-;-;2;2;4;2;4;5;-;20
"150020 Acará";1;-;2;-;1;-;1;-;-;-;-;-;5
"150030 Afuá";2;-;2;-;1;1;-;-;-;-;-;-;6
"150034 Água Azul do Norte";-;-;-;1;2;1;-;-;3;3;2;-;12
"150040 Alenquer";2;5;4;4;1;3;2;3;1;11;13;11;60
"150050 Almeirim";10;5;4;14;8;4;3;4;4;4;10;14;84
"150060 Altamira";10;11;8;4;7;2;4;4;4;8;7;12;81
"150070 Anajás";1;-;-;-;-;-;-;1;-;2;-;-;4
"150080 Ananindeua";-;-;-;-;-;-;-;-;1;-;-;-;1
"150085 Anapu";4;6;1;-;2;1;1;3;1;2;1;8;30
"150090 Augusto Corrêa";4;2;1;1;1;-;-;1;-;-;-;-;10
"150095 Aurora do Pará";-;-;1;-;-;1;1;-;-;-;2;-;5
"150100 Aveiro";-;-;2;-;1;-;1;2;1;-;-;-;7
"150110 Bagre";-;1;-;1;1;-;-;-;1;1;2;1;8
"150120 Baião";1;-;2;2;1;1;1;4;4;4;3;1;24
"150125 Bannach";3;-;-;-;-;-;-;-;-;-;-;-;3
"150130 Barcarena";-;-;-;-;-;-;-;-;-;1;-;-;1
"150140 Belém";-;-;1;-;-;-;-;-;2;-;1;1;5
"150145 Belterra";1;1;2;3;1;1;1;1;-;2;2;1;16
"150157 Bom Jesus do Tocantins";-;-;-;2;-;-;-;-;4;1;1;-;8
"150160 Bonito";1;2;1;-;-;-;-;-;-;-;-;-;4
"150170 Bragança";8;9;2;7;1;4;8;2;2;1;10;8;62
"150172 Brasil Novo";1;2;2;1;1;-;-;2;2;3;8;7;29
"150175 Brejo Grande do Araguaia";-;-;-;2;-;-;-;-;2;2;-;2;8
"150178 Breu Branco";2;3;1;2;1;2;-;3;5;14;12;8;53
"150180 Breves";-;-;1;1;-;-;-;-;-;-;2;-;4
"150200 Cachoeira do Arari";-;-;-;-;-;-;1;2;1;-;1;-;5
"150195 Cachoeira do Piriá";19;7;16;4;4;5;-;-;-;3;3;1;62
"150210 Cametá";2;-;1;2;-;-;-;-;-;2;2;-;9
"150215 Canaã dos Carajás";1;2;-;-;1;-;-;-;1;1;1;1;8
"150220 Capanema";1;1;-;1;-;-;-;-;-;-;-;1;4
"150230 Capitão Poço";-;-;2;-;-;-;-;-;-;1;-;2;5
"150240 Castanhal";-;-;-;1;-;-;1;-;2;-;-;-;4
"150250 Chaves";-;-;-;-;1;-;-;-;-;-;-;-;1
"150260 Colares";-;1;-;1;2;1;-;-;-;1;-;-;6
"150270 Conceição do Araguaia";-;1;1;1;-;-;2;4;1;1;3;1;15
"150276 Cumaru do Norte";1;3;2;2;1;-;-;1;1;-;-;1;12
"150277 Curionópolis";1;-;2;2;-;6;3;1;2;2;4;1;24
"150280 Curralinho";6;1;-;1;-;-;-;1;-;1;1;1;12
"150290 Curuçá";1;-;-;-;-;1;-;-;-;-;-;-;2
"150293 Dom Eliseu";2;2;1;4;1;3;2;5;13;9;6;4;52
"150295 Eldorado do Carajás";1;2;1;-;-;2;1;1;-;-;-;2;10
"150300 Faro";-;-;-;-;-;-;-;-;1;-;-;-;1
"150304 Floresta do Araguaia";-;-;-;-;-;-;1;-;-;1;-;-;2
"150307 Garrafão do Norte";8;-;-;2;-;1;-;3;2;3;1;4;24
"150309 Goianésia do Pará";8;6;2;5;7;6;9;8;21;24;31;19;146
"150310 Gurupá";-;-;1;-;1;-;-;-;-;-;-;-;2
"150320 Igarapé-Açu";-;1;2;-;1;-;-;-;-;-;-;3;7
"150330 Igarapé-Miri";4;4;6;1;1;2;-;2;5;4;2;3;34
"150340 Inhangapi";1;-;-;-;-;1;-;-;-;-;-;-;2
"150345 Ipixuna do Pará";2;1;1;6;6;1;3;2;4;13;7;17;63
"150350 Irituia";-;1;1;1;3;1;1;-;-;-;2;3;13
"150360 Itaituba";10;14;11;17;14;8;6;7;3;10;8;9;117
"150370 Itupiranga";2;4;3;1;3;1;-;1;-;-;4;3;22
"150375 Jacareacanga";-;-;-;-;4;-;3;-;-;-;2;1;10
"150380 Jacundá";2;3;-;1;-;3;1;3;3;1;7;1;25
"150390 Juruti";1;1;1;-;1;1;-;1;1;4;-;-;11
"150400 Limoeiro do Ajuru";-;-;-;-;-;-;-;-;1;-;-;-;1
"150405 Mãe do Rio";-;1;-;-;-;1;-;-;-;1;-;-;3
"150410 Magalhães Barata";-;-;-;-;-;-;1;-;-;-;1;-;2
"150420 Marabá";8;5;11;6;5;4;6;7;5;6;11;11;85
"150430 Maracanã";-;1;-;-;-;-;-;-;-;-;-;-;1
"150440 Marapanim";-;-;2;-;-;-;-;-;1;-;-;1;4
"150445 Medicilândia";24;21;6;7;3;3;4;1;1;6;10;16;102
"150450 Melgaço";-;-;-;-;-;1;-;-;-;-;-;-;1
"150460 Mocajuba";-;1;-;1;-;-;-;1;-;1;-;-;4
"150470 Moju";1;5;4;-;2;3;2;1;4;2;6;2;32
"150475 Mojuí dos Campos";-;-;-;-;2;-;-;-;-;1;4;5;12
"150480 Monte Alegre";23;7;6;4;4;2;-;3;3;11;22;18;103
"150490 Muaná";-;1;-;1;-;-;-;-;-;-;-;-;2
"150495 Nova Esperança do Piriá";6;3;2;3;-;-;-;-;-;2;3;1;20
"150497 Nova Ipixuna";-;-;-;1;1;-;-;-;1;-;-;-;3
"150503 Novo Progresso";6;5;5;5;8;4;4;4;-;1;3;2;47
"150506 Novo Repartimento";10;12;9;9;2;-;1;5;2;4;10;9;73
"150510 Óbidos";19;2;1;6;4;1;1;-;-;3;4;7;48
"150520 Oeiras do Pará";2;1;-;1;-;1;-;-;1;1;-;1;8
"150530 Oriximiná";36;7;6;12;4;1;1;4;4;-;2;9;86
"150540 Ourém";-;-;-;-;1;-;2;-;-;-;-;-;3
"150543 Ourilândia do Norte";7;-;1;9;2;1;-;2;-;-;2;2;26
"150548 Pacajá";14;4;2;5;3;2;3;2;3;15;13;9;75
"150549 Palestina do Pará";-;-;-;-;-;-;1;-;-;-;1;1;3
"150550 Paragominas";10;5;4;7;6;9;5;4;6;20;30;19;125
"150553 Parauapebas";12;3;6;13;9;7;13;9;7;7;14;6;106
"150555 Pau D'Arco";1;-;-;-;1;1;-;-;-;-;1;-;4
"150560 Peixe-Boi";-;-;-;-;-;-;-;-;-;-;1;-;1
"150563 Piçarra";-;1;-;1;-;-;1;-;-;2;2;2;9
"150565 Placas";4;4;1;5;2;-;1;3;3;6;7;3;39
"150580 Portel";9;8;4;6;4;5;3;5;3;4;4;5;60
"150590 Porto de Moz";2;2;-;2;1;1;1;-;-;1;2;-;12
"150600 Prainha";2;1;1;6;3;3;3;5;-;12;8;7;51
"150610 Primavera";-;-;-;-;1;-;1;-;-;-;-;1;3
"150613 Redenção";2;2;-;2;-;1;-;-;-;2;-;-;9
"150616 Rio Maria";-;1;-;1;-;-;-;-;-;-;2;-;4
"150618 Rondon do Pará";7;3;3;3;1;2;5;4;10;7;16;6;67
"150619 Rurópolis";6;5;7;5;4;1;2;-;1;3;2;6;42
"150620 Salinópolis";-;-;-;-;-;-;-;-;-;-;-;1;1
"150655 Santa Luzia do Pará";5;-;1;-;2;-;-;-;-;-;1;-;9
"150658 Santa Maria das Barreiras";1;1;-;2;2;2;-;-;2;1;2;1;14
"150670 Santana do Araguaia";1;2;-;-;2;1;-;3;3;-;2;4;18
"150680 Santarém";-;-;2;9;9;3;2;4;3;6;8;11;57
"150700 Santo Antônio do Tauá";-;2;-;-;2;1;-;-;-;2;1;-;8
"150710 São Caetano de Odivelas";2;-;1;-;-;-;-;-;-;-;-;-;3
"150715 São Domingos do Araguaia";1;-;1;1;-;1;-;-;-;1;1;-;6
"150720 São Domingos do Capim";-;1;1;-;1;-;-;1;-;2;-;-;6
"150730 São Félix do Xingu";9;5;10;6;2;3;3;1;-;3;3;3;48
"150740 São Francisco do Pará";-;2;-;-;-;-;-;-;-;-;-;1;3
"150745 São Geraldo do Araguaia";-;-;1;2;1;-;1;-;2;2;2;-;11
"150746 São João da Ponta";1;-;-;-;-;-;-;-;-;-;-;-;1
"150747 São João de Pirabas";3;1;-;-;-;-;-;1;-;-;1;-;6
"150750 São João do Araguaia";4;-;1;3;-;-;-;-;1;1;1;-;11
"150760 São Miguel do Guamá";-;-;-;-;-;-;-;-;-;-;-;1;1
"150780 Senador José Porfírio";1;1;1;-;1;-;2;1;-;2;2;1;12
"150795 Tailândia";4;6;5;5;2;3;8;4;8;17;15;9;86
"150796 Terra Alta";1;1;-;-;-;-;-;-;-;-;-;-;2
"150797 Terra Santa";-;1;-;-;-;-;-;-;-;-;-;-;1
"150800 Tomé-Açu";7;4;2;4;6;1;-;4;2;7;3;7;47
"150803 Tracuateua";-;-;2;1;-;-;-;-;-;-;-;-;3
"150805 Trairão";3;1;2;3;2;1;-;-;-;5;2;8;27
"150808 Tucumã";2;5;4;-;-;-;1;-;-;2;2;1;17
"150810 Tucuruí";-;1;1;-;-;2;-;1;1;2;5;5;18
"150812 Ulianópolis";8;1;1;3;4;5;4;6;6;20;3;4;65
"150815 Uruará";29;7;7;6;3;5;3;5;5;9;13;24;116
"150820 Vigia";-;-;-;-;1;-;-;-;-;1;2;-;4
"150830 Viseu";8;7;7;7;2;1;-;-;1;-;1;1;35
"150835 Vitória do Xingu";4;2;1;2;2;2;1;-;1;2;2;5;24
"150840 Xinguara";2;-;-;1;1;2;1;-;-;3;2;1;13
"150000 Município ignorado - PA";-;1;1;-;-;1;-;-;-;-;-;-;3
"160010 Amapá";6;3;-;-;-;4;-;-;-;-;2;-;15
"160020 Calçoene";13;2;3;10;-;1;2;1;-;6;5;7;50
"160023 Ferreira Gomes";2;1;3;2;-;-;2;-;1;-;4;-;15
"160025 Itaubal";-;-;-;-;-;-;-;-;-;-;-;1;1
"160027 Laranjal do Jari";14;3;3;10;6;1;5;3;7;10;28;15;105
"160030 Macapá";3;1;-;-;-;1;-;-;-;2;-;1;8
"160040 Mazagão";8;8;17;14;8;1;1;3;1;1;2;-;64
"160050 Oiapoque";9;4;5;1;4;6;1;2;3;2;3;9;49
"160015 Pedra Branca do Amapari";21;15;18;9;6;1;4;-;2;1;9;4;90
"160053 Porto Grande";11;9;6;26;7;-;1;2;4;6;33;18;123
"160055 Pracuúba";2;-;-;-;-;-;-;-;-;-;-;-;2
"160060 Santana";-;7;6;4;4;-;1;-;1;-;-;-;23
"160005 Serra do Navio";22;22;15;7;3;5;2;1;5;6;9;7;104
"160070 Tartarugalzinho";12;9;4;3;2;2;-;2;3;1;10;3;51
"160080 Vitória do Jari";-;-;-;3;-;-;4;1;1;1;-;-;10
"160000 Município ignorado - AP";-;-;-;-;-;-;-;1;-;-;-;-;1
"170025 Abreulândia";-;-;-;-;-;-;1;-;1;2;-;-;4
"170030 Aguiarnópolis";-;-;-;-;-;-;-;-;1;-;-;-;1
"170040 Almas";-;1;-;-;-;-;-;-;-;-;1;-;2
"170100 Ananás";-;-;-;-;3;1;-;4;1;1;3;-;13
"170110 Aparecida do Rio Negro";-;-;-;-;-;-;-;-;1;-;-;-;1
"170130 Aragominas";-;-;-;-;1;-;-;-;-;-;-;-;1
"170190 Araguacema";1;1;4;3;-;-;4;2;-;-;1;-;16
"170200 Araguaçu";-;-;-;-;-;-;-;-;-;3;1;2;6
"170210 Araguaína";1;-;4;1;3;7;6;3;3;5;3;1;37
"170230 Arapoema";-;-;-;-;-;-;-;-;3;2;-;-;5
"170255 Augustinópolis";1;-;-;-;-;-;1;-;-;1;-;-;3
"170270 Aurora do Tocantins";-;1;-;1;2;-;-;-;-;-;1;-;5
"170290 Axixá do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"170307 Barra do Ouro";-;-;-;-;-;-;-;-;-;-;-;1;1
"170330 Bom Jesus do Tocantins";-;-;-;-;-;-;-;-;-;1;1;-;2
"170360 Brasilândia do Tocantins";-;1;-;-;-;-;-;1;4;-;-;-;6
"170380 Buriti do Tocantins";1;-;-;-;-;-;-;-;1;-;-;-;2
"170382 Cachoeirinha";-;-;-;1;-;-;1;1;-;-;1;-;4
"170384 Campos Lindos";1;-;-;-;-;-;-;-;1;1;-;-;3
"170388 Carmolândia";-;-;-;-;-;-;-;2;-;-;-;-;2
"170390 Caseara";-;1;1;3;1;2;-;1;-;1;-;-;10
"170410 Centenário";-;2;-;-;1;-;-;1;-;2;1;1;8
"170550 Colinas do Tocantins";-;-;-;2;-;-;-;-;1;1;3;3;10
"170555 Combinado";1;-;1;-;-;-;-;-;-;-;-;1;3
"170600 Couto Magalhães";-;-;-;-;-;-;-;1;1;-;-;-;2
"170610 Cristalândia";-;1;2;1;3;1;-;-;-;-;-;-;8
"170650 Darcinópolis";3;1;-;1;-;-;-;-;-;-;-;-;5
"170700 Dianópolis";1;-;-;-;-;-;-;1;1;-;1;-;4
"170710 Divinópolis do Tocantins";1;2;-;2;-;-;1;-;-;-;-;-;6
"170720 Dois Irmãos do Tocantins";2;-;1;-;-;-;1;1;2;-;2;-;9
"170765 Figueirópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"170770 Filadélfia";-;-;-;-;1;-;-;1;-;1;-;-;3
"170820 Formoso do Araguaia";1;-;-;1;-;1;-;1;1;1;1;-;7
"170825 Fortaleza do Tabocão";-;-;-;-;-;1;-;-;-;-;-;-;1
"170830 Goianorte";-;1;-;-;-;-;-;-;-;-;1;-;2
"170900 Goiatins";-;2;-;-;-;-;-;-;2;1;1;-;6
"170930 Guaraí";1;1;2;1;1;6;1;2;4;1;-;2;22
"170950 Gurupi";-;-;1;-;-;-;1;-;1;-;-;1;4
"171050 Itacajá";-;2;1;-;-;3;-;1;-;-;1;-;8
"171070 Itaguatins";1;-;-;-;-;-;-;-;-;-;-;-;1
"171110 Itaporã do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"171150 Jaú do Tocantins";-;1;-;-;-;-;-;1;-;-;-;-;2
"171180 Juarina";-;1;-;-;-;-;-;-;-;-;-;-;1
"171190 Lagoa da Confusão";-;-;1;2;-;2;2;1;-;-;-;1;9
"171195 Lagoa do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"171200 Lajeado";1;1;-;-;-;-;1;-;-;-;-;1;4
"171215 Lavandeira";-;-;2;2;1;-;-;-;-;-;-;-;5
"171245 Luzinópolis";-;-;-;-;-;-;-;-;1;-;-;-;1
"171250 Marianópolis do Tocantins";-;-;1;1;-;-;-;1;1;-;-;-;4
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;-;1;2;-;-;3
"171320 Miracema do Tocantins";2;1;-;1;-;1;-;-;-;1;-;-;6
"171330 Miranorte";1;-;-;-;-;-;-;-;-;-;-;-;1
"171360 Monte do Carmo";-;-;-;2;-;-;-;2;-;2;-;-;6
"171395 Muricilândia";-;-;-;-;-;-;-;-;1;-;-;-;1
"171430 Nazaré";-;-;-;-;-;-;-;-;-;-;-;1;1
"171488 Nova Olinda";-;-;-;-;-;-;2;-;1;-;-;-;3
"171500 Nova Rosalândia";-;-;-;-;-;-;-;-;-;1;-;-;1
"171515 Novo Alegre";-;-;-;-;1;-;-;-;-;-;-;-;1
"172100 Palmas";-;1;-;-;1;2;3;2;1;2;2;2;16
"171570 Palmeirante";-;-;-;-;-;-;-;-;1;-;-;-;1
"171575 Palmeirópolis";1;-;1;-;-;-;-;-;1;4;1;2;10
"171610 Paraíso do Tocantins";-;2;1;-;1;-;-;2;-;-;1;-;7
"171630 Pau D'Arco";-;-;-;-;-;-;-;-;1;1;-;-;2
"171650 Pedro Afonso";-;1;1;-;-;1;-;-;1;3;-;-;7
"171660 Peixe";-;-;-;-;-;-;-;1;-;-;-;-;1
"171700 Pindorama do Tocantins";-;-;-;-;-;-;-;1;1;3;-;-;5
"171720 Piraquê";-;1;-;-;-;-;-;-;-;-;1;1;3
"171780 Ponte Alta do Bom Jesus";-;1;-;-;-;-;-;-;-;-;-;-;1
"171790 Ponte Alta do Tocantins";4;-;-;-;-;1;-;3;6;5;6;-;25
"171800 Porto Alegre do Tocantins";-;-;-;1;-;-;2;-;-;1;-;1;5
"171820 Porto Nacional";2;-;-;1;-;-;4;1;2;2;1;-;13
"171830 Praia Norte";-;-;-;-;-;-;-;1;-;-;-;1;2
