LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2010
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171750 Pium";1;2;6;4;4;2;3;1;1;1;-;3;28
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;1;-;-;-;-;-;-;1
"171790 Ponte Alta do Tocantins";1;-;2;1;1;-;3;-;1;1;-;-;10
"171800 Porto Alegre do Tocantins";-;-;-;-;1;-;3;1;-;-;-;-;5
"171820 Porto Nacional";-;-;2;1;-;3;2;-;2;1;1;-;12
"171840 Presidente Kennedy";1;-;-;-;-;-;2;-;1;-;-;-;4
"171845 Pugmil";-;-;-;-;1;-;-;1;-;2;-;-;4
"171850 Recursolândia";1;-;2;3;2;-;-;-;-;2;-;1;11
"171855 Riachinho";1;-;-;-;-;-;-;-;1;-;1;-;3
"171865 Rio da Conceição";-;-;-;-;-;-;-;-;-;2;-;-;2
"171870 Rio dos Bois";-;-;-;-;-;-;-;-;-;-;-;1;1
"171875 Rio Sono";-;-;-;-;-;1;-;2;1;1;1;-;6
"171880 Sampaio";-;-;-;-;-;-;-;-;1;-;-;-;1
"171884 Sandolândia";1;-;-;-;-;1;-;2;1;1;-;-;6
"171886 Santa Fé do Araguaia";-;1;-;-;-;1;2;1;1;-;-;1;7
"171888 Santa Maria do Tocantins";1;3;-;-;-;1;-;-;-;-;-;-;5
"171889 Santa Rita do Tocantins";-;-;-;-;-;1;-;-;-;-;1;-;2
"171890 Santa Rosa do Tocantins";1;-;-;-;1;-;-;1;-;-;-;-;3
"171900 Santa Tereza do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"172000 Santa Terezinha do Tocantins";-;-;1;-;-;-;-;-;-;-;-;1;2
"172010 São Bento do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"172025 São Salvador do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"172049 São Valério";-;-;1;-;1;-;-;1;-;-;-;-;3
"172080 Sítio Novo do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172090 Taguatinga";1;1;1;1;-;-;-;-;1;1;-;-;6
"172110 Tocantínia";1;1;1;2;1;2;-;-;-;1;1;1;11
"172120 Tocantinópolis";2;-;-;-;1;1;1;1;1;-;1;-;8
"172125 Tupirama";1;-;-;-;-;-;-;-;-;-;-;1;2
"172208 Wanderlândia";-;1;-;1;1;-;2;2;-;2;-;-;9
"172210 Xambioá";-;-;1;2;-;1;1;1;-;-;-;-;6
"210005 Açailândia";5;7;5;1;4;2;6;9;18;15;7;8;87
"210010 Afonso Cunha";-;-;-;-;-;-;-;-;-;1;-;-;1
"210020 Alcântara";-;-;1;-;-;-;-;-;1;2;1;1;6
"210030 Aldeias Altas";-;2;1;1;-;1;-;1;7;1;-;-;14
"210040 Altamira do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"210043 Alto Alegre do Maranhão";-;-;-;-;1;-;1;-;-;1;1;1;5
"210047 Alto Alegre do Pindaré";1;2;6;2;2;-;-;5;8;9;8;4;47
"210050 Alto Parnaíba";1;-;-;1;-;1;-;-;1;-;-;-;4
"210060 Amarante do Maranhão";12;14;2;6;9;5;1;8;9;12;5;5;88
"210080 Anapurus";2;1;3;-;2;-;1;1;-;1;1;2;14
"210087 Araguanã";-;-;1;-;-;1;-;-;1;3;3;1;10
"210095 Arame";3;-;2;6;-;1;2;11;38;31;14;9;117
"210110 Axixá";1;2;-;-;-;-;1;-;-;-;1;2;7
"210120 Bacabal";1;-;1;2;1;-;-;-;1;1;-;-;7
"210140 Balsas";2;-;4;2;-;-;-;1;2;1;1;1;14
"210160 Barra do Corda";3;1;2;-;3;3;2;4;4;10;3;1;36
"210170 Barreirinhas";3;6;5;2;-;2;5;5;6;8;12;3;57
"210177 Bela Vista do Maranhão";-;-;-;-;-;-;-;-;-;-;2;-;2
"210173 Belágua";-;-;1;-;-;-;-;-;-;-;2;-;3
"210200 Bom Jardim";4;2;2;2;4;5;1;4;15;13;16;4;72
"210203 Bom Jesus das Selvas";-;1;-;1;-;-;2;2;12;4;6;4;32
"210210 Brejo";-;-;-;-;-;-;1;-;-;-;-;-;1
"210215 Brejo de Areia";-;1;1;-;1;-;1;12;7;6;6;3;38
"210220 Buriti";4;2;-;-;2;1;1;3;5;1;1;2;22
"210230 Buriti Bravo";-;-;-;2;-;2;4;2;2;-;1;-;13
"210232 Buriticupu";5;2;1;3;5;6;9;12;5;17;17;7;89
"210235 Buritirana";1;-;-;-;1;-;1;-;1;1;1;-;6
"210237 Cachoeira Grande";-;1;1;1;-;-;-;-;-;-;3;2;8
"210255 Campestre do Maranhão";-;-;-;-;1;-;-;-;-;-;-;-;1
"210260 Cândido Mendes";-;-;-;-;1;1;-;-;-;-;-;2;4
"210270 Cantanhede";-;-;-;2;-;-;1;1;4;2;1;1;12
"210275 Capinzal do Norte";-;-;-;-;-;-;-;1;-;-;-;-;1
"210280 Carolina";2;1;-;-;-;1;-;1;-;-;2;-;7
"210290 Carutapera";-;-;1;1;-;-;-;-;1;1;1;-;5
"210300 Caxias";1;2;4;3;2;-;4;6;-;3;-;6;31
"210312 Central do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210315 Centro do Guilherme";-;2;1;-;-;3;-;2;2;3;6;-;19
"210317 Centro Novo do Maranhão";2;-;-;-;2;-;-;2;1;4;7;3;21
"210320 Chapadinha";11;4;8;4;4;5;2;-;6;3;3;3;53
"210325 Cidelândia";3;1;3;-;-;1;-;-;-;-;5;1;14
"210330 Codó";2;4;4;2;1;-;-;-;2;2;4;2;23
"210340 Coelho Neto";-;-;-;-;-;1;-;1;-;-;1;-;3
"210350 Colinas";1;2;3;6;3;2;-;2;3;6;8;3;39
"210355 Conceição do Lago-Açu";-;-;-;-;1;-;-;-;-;-;-;-;1
"210360 Coroatá";-;-;1;-;-;-;-;-;1;3;1;1;7
"210370 Cururupu";-;1;-;-;-;1;-;-;-;-;1;1;4
"210375 Davinópolis";1;-;-;-;-;1;-;-;-;-;1;-;3
"210380 Dom Pedro";1;-;-;-;-;1;-;1;-;1;-;-;4
"210400 Esperantinópolis";-;1;-;1;2;-;-;1;-;-;-;-;5
"210407 Feira Nova do Maranhão";-;-;-;1;-;-;-;-;-;-;-;2;3
"210408 Fernando Falcão";-;-;-;1;-;-;-;1;-;1;-;-;3
"210409 Formosa da Serra Negra";-;-;-;-;-;1;-;-;-;-;1;2;4
"210420 Fortuna";-;-;-;-;-;-;-;1;-;2;-;1;4
"210440 Gonçalves Dias";-;-;1;-;-;-;-;2;-;-;-;-;3
"210455 Governador Edison Lobão";-;1;-;-;-;-;-;1;-;-;-;2;4
"210460 Governador Eugênio Barros";1;2;1;-;1;-;-;-;-;1;-;1;7
"210462 Governador Luiz Rocha";-;-;1;-;-;-;-;-;-;-;-;3;4
"210465 Governador Newton Bello";1;-;-;-;-;1;-;-;-;-;-;-;2
"210467 Governador Nunes Freire";4;3;4;4;-;-;-;-;-;2;5;4;26
"210480 Grajaú";2;2;3;-;3;2;-;2;4;3;5;3;29
"210500 Humberto de Campos";-;2;1;1;-;1;-;1;-;-;-;-;6
"210510 Icatu";-;-;-;-;1;-;-;2;-;-;-;-;3
"210520 Igarapé Grande";-;-;-;-;-;-;-;1;-;-;-;-;1
"210530 Imperatriz";-;-;-;-;-;1;1;-;1;1;4;-;8
"210535 Itaipava do Grajaú";2;-;1;1;2;3;3;2;3;2;-;4;23
"210540 Itapecuru Mirim";3;2;1;-;-;-;1;-;1;4;-;4;16
"210542 Itinga do Maranhão";1;2;2;1;-;2;6;5;10;12;7;9;57
"210545 Jatobá";-;-;1;-;-;-;-;1;2;-;-;-;4
"210547 Jenipapo dos Vieiras";1;-;-;1;1;-;-;2;-;1;3;4;13
"210550 João Lisboa";1;3;-;-;1;-;-;-;2;2;-;-;9
"210560 Joselândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"210565 Junco do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210570 Lago da Pedra";2;1;-;-;4;-;7;6;9;5;1;5;40
"210580 Lago do Junco";-;-;-;-;3;-;-;1;3;2;2;1;12
"210594 Lago dos Rodrigues";-;-;-;-;-;-;-;-;1;-;1;2;4
"210592 Lagoa do Mato";-;-;-;-;-;-;-;1;1;-;-;-;2
"210596 Lagoa Grande do Maranhão";-;-;-;1;-;-;3;1;1;4;-;-;10
"210598 Lajeado Novo";-;1;-;-;-;1;-;-;-;-;-;1;3
"210620 Luís Domingues";2;2;-;-;2;-;-;-;-;-;-;-;6
"210630 Magalhães de Almeida";1;-;-;-;-;-;-;-;-;-;-;-;1
"210632 Maracaçumé";-;-;1;-;-;-;-;-;-;1;1;-;3
"210635 Marajá do Sena";1;-;1;2;2;5;6;31;22;29;15;10;124
"210637 Maranhãozinho";-;-;-;-;-;-;1;-;-;3;1;4;9
"210640 Mata Roma";-;1;1;-;1;1;-;-;-;-;2;1;7
"210660 Matões";3;1;-;-;-;-;-;1;1;2;9;2;19
"210663 Matões do Norte";-;-;-;-;-;1;-;1;-;-;-;-;2
"210667 Milagres do Maranhão";-;-;1;1;1;-;-;-;-;-;-;1;4
"210670 Mirador";4;-;4;2;2;-;1;2;3;3;2;3;26
"210680 Mirinzal";-;-;-;-;-;-;1;1;1;2;3;1;9
"210700 Montes Altos";-;-;2;-;-;1;2;1;1;2;2;1;12
"210710 Morros";2;1;-;1;1;2;-;-;2;2;-;2;13
"210720 Nina Rodrigues";-;1;-;-;-;1;-;-;-;-;-;1;3
"210725 Nova Colinas";-;-;-;-;-;-;1;-;-;-;-;1;2
"210735 Nova Olinda do Maranhão";1;1;-;-;-;1;-;-;-;-;1;1;5
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-;-;-;1;-;-;1
"210750 Paço do Lumiar";-;1;-;-;-;-;-;-;-;-;-;-;1
"210770 Paraibano";1;-;-;-;2;-;1;1;-;2;2;-;9
"210780 Parnarama";-;1;-;2;-;-;1;2;-;2;4;2;14
"210790 Passagem Franca";-;1;1;2;-;-;-;-;-;1;1;1;7
"210800 Pastos Bons";1;1;-;-;-;2;1;-;-;1;-;1;7
"210810 Paulo Ramos";4;2;4;3;2;2;9;25;32;20;10;5;118
"210825 Pedro do Rosário";-;1;-;-;-;-;-;1;-;2;2;1;7
"210830 Penalva";-;-;-;1;-;-;-;-;-;-;-;-;1
"210845 Peritoró";1;-;-;-;1;-;2;-;-;-;-;-;4
"210850 Pindaré-Mirim";1;-;-;-;-;-;-;-;-;2;2;2;7
"210860 Pinheiro";1;-;1;1;-;1;-;1;-;-;-;-;5
"210870 Pio XII";-;-;-;-;-;-;-;-;-;1;-;-;1
"210880 Pirapemas";-;-;-;1;-;-;1;1;-;-;-;-;3
"210890 Poção de Pedras";-;-;-;-;-;-;-;-;-;-;-;1;1
"210900 Porto Franco";1;-;-;-;-;1;-;-;-;4;-;-;6
"210920 Presidente Juscelino";1;-;1;-;-;2;-;-;-;-;1;-;5
"210923 Presidente Médici";-;-;1;-;-;-;-;-;-;-;-;-;1
"210930 Presidente Vargas";-;-;-;-;-;-;-;-;1;-;-;2;3
"210940 Primeira Cruz";-;-;1;-;-;-;-;-;-;-;-;-;1
"210950 Riachão";-;-;-;1;2;2;2;1;1;-;1;1;11
"210955 Ribamar Fiquene";1;-;-;-;-;-;-;-;-;1;-;-;2
"210960 Rosário";-;3;-;-;-;-;-;-;-;-;1;-;4
"210970 Sambaíba";-;-;-;-;-;-;-;-;-;-;1;-;1
"210990 Santa Inês";-;1;-;-;-;-;1;-;-;-;1;-;3
"211000 Santa Luzia";10;3;1;7;3;3;8;11;34;54;25;10;169
"211003 Santa Luzia do Paruá";-;-;1;-;-;-;-;1;1;3;3;-;9
"211010 Santa Quitéria do Maranhão";1;2;2;3;1;1;1;2;2;-;2;3;20
"211020 Santa Rita";-;-;-;1;-;-;-;-;-;-;1;-;2
"211023 Santana do Maranhão";-;-;-;-;-;1;-;-;-;-;-;1;2
"211030 Santo Antônio dos Lopes";1;-;-;-;-;-;-;-;-;1;1;-;3
"211040 São Benedito do Rio Preto";8;4;4;1;1;1;1;1;-;1;6;3;31
"211050 São Bento";-;-;-;-;-;-;-;1;-;-;-;-;1
"211060 São Bernardo";1;2;-;1;-;1;-;-;-;-;1;-;6
"211065 São Domingos do Azeitão";1;-;1;1;-;-;-;-;1;-;-;-;4
"211070 São Domingos do Maranhão";8;4;3;3;1;1;-;2;-;-;2;-;24
"211085 São Francisco do Brejão";1;-;-;-;-;-;-;-;3;2;-;1;7
"211102 São João do Carú";-;-;1;1;1;2;2;5;5;7;1;1;26
"211105 São João do Paraíso";1;-;-;-;-;-;-;-;-;-;-;1;2
"211107 São João do Soter";-;-;1;-;-;-;-;-;-;1;-;1;3
"211110 São João dos Patos";1;2;2;-;-;-;-;2;-;1;1;-;9
"211120 São José de Ribamar";1;-;-;-;-;-;-;-;-;1;-;-;2
"211125 São José dos Basílios";-;-;-;-;-;-;-;1;-;-;-;-;1
"211130 São Luís";-;-;-;-;-;-;-;1;-;-;-;-;1
"211140 São Luís Gonzaga do Maranhão";-;-;1;3;-;-;-;-;-;-;-;-;4
"211150 São Mateus do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"211153 São Pedro da Água Branca";-;-;-;1;-;-;1;-;-;-;-;-;2
"211160 São Raimundo das Mangabeiras";-;1;1;-;-;1;-;-;-;-;-;-;3
"211167 São Roberto";-;1;-;-;-;1;-;-;1;1;-;-;4
"211176 Senador La Rocque";-;-;-;-;1;-;2;1;-;-;1;-;5
"211180 Sítio Novo";2;2;2;1;1;-;-;1;1;2;1;3;16
"211190 Sucupira do Norte";-;-;-;-;-;-;-;-;1;-;1;1;3
"211195 Sucupira do Riachão";-;-;1;-;-;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";-;-;-;-;-;-;-;-;-;-;1;-;1
"211210 Timbiras";1;3;-;-;-;-;-;-;-;-;1;-;5
"211220 Timon";3;2;-;-;1;1;-;-;-;2;2;-;11
"211223 Trizidela do Vale";-;-;-;1;-;-;-;-;-;-;-;-;1
"211227 Tufilândia";-;2;-;-;1;-;-;1;2;2;-;-;8
"211230 Tuntum";-;-;-;-;-;1;-;1;3;1;3;-;9
"211240 Turiaçu";-;1;1;3;1;-;1;2;-;-;3;1;13
"211245 Turilândia";-;-;-;-;-;-;1;-;-;2;-;-;3
"211250 Tutóia";1;-;1;-;-;-;1;-;-;1;1;-;5
"211260 Urbano Santos";1;2;2;4;2;4;5;4;7;8;6;5;50
"211270 Vargem Grande";1;4;-;2;4;1;1;3;2;2;2;1;23
"211280 Viana";-;-;1;-;-;3;-;-;-;-;-;-;4
"211285 Vila Nova dos Martírios";-;1;-;-;-;-;-;-;-;-;-;-;1
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;-;-;1;-;1
"211300 Vitorino Freire";2;1;1;2;5;3;10;8;9;6;5;2;54
"211400 Zé Doca";2;7;7;-;6;1;1;-;-;-;10;9;43
"220020 Água Branca";-;-;-;-;-;-;-;-;-;-;1;-;1
"220030 Alto Longá";-;-;-;-;-;-;-;1;-;-;-;-;1
"220040 Altos";-;6;10;6;4;-;3;1;3;1;4;-;38
"220045 Alvorada do Gurguéia";-;1;-;-;-;-;-;-;-;-;1;-;2
"220115 Baixa Grande do Ribeiro";1;-;-;-;-;-;-;-;-;-;1;-;2
"220190 Bom Jesus";1;-;-;-;-;-;-;-;-;-;-;-;1
"220196 Brasileira";-;1;-;-;-;-;-;-;-;1;-;-;2
"220209 Caldeirão Grande do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220220 Campo Maior";-;-;-;-;-;1;-;-;-;-;-;-;1
"220240 Capitão de Campos";-;-;-;-;-;-;-;-;-;-;2;4;6
"220265 Caxingó";-;1;-;-;-;-;-;-;-;-;-;-;1
"220325 Curralinhos";-;-;-;-;-;-;-;1;-;-;-;-;1
"220345 Dom Inocêncio";-;-;-;-;-;-;-;1;-;-;-;-;1
"220342 Domingos Mourão";-;-;1;-;-;-;-;-;-;-;-;-;1
"220370 Esperantina";-;1;-;-;-;1;-;-;1;1;1;-;5
"220480 Ipiranga do Piauí";1;-;-;-;-;-;-;2;-;1;1;1;6
"220510 Itaueira";-;-;-;-;-;-;-;1;-;-;-;-;1
"220527 Jatobá do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220555 Lagoa Alegre";-;-;-;-;-;-;-;1;-;-;-;-;1
"220557 Lagoa de São Francisco";-;-;-;-;-;-;-;-;-;-;1;1;2
"220560 Landri Sales";-;-;-;-;-;-;-;-;-;-;-;1;1
"220635 Milton Brandão";-;-;-;-;1;-;1;-;-;-;-;-;2
"220640 Monsenhor Gil";-;-;1;-;-;-;-;-;-;-;-;-;1
"220680 Nossa Senhora dos Remédios";-;-;-;-;-;-;-;-;-;1;-;1;2
"220720 Padre Marcos";-;-;-;-;-;-;-;-;-;-;-;1;1
"220740 Palmeira do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220750 Palmeirais";-;-;-;-;-;-;-;-;1;-;-;-;1
"220760 Parnaguá";-;-;-;-;-;-;1;-;-;-;-;-;1
"220790 Pedro II";-;1;-;-;-;-;-;-;1;1;2;-;5
"220810 Pimenteiras";-;-;1;-;-;-;-;1;-;-;-;-;2
"220840 Piripiri";1;1;-;-;-;1;1;1;1;-;-;-;6
"220890 Ribeiro Gonçalves";-;-;-;-;-;-;-;-;-;-;1;-;1
"220920 Santa Filomena";-;-;-;-;-;-;-;-;-;1;-;-;1
"221060 São Raimundo Nonato";-;-;1;-;-;-;-;-;-;-;-;-;1
"221100 Teresina";3;1;3;5;3;2;3;5;3;6;4;3;41
"221110 União";-;-;-;-;1;-;-;-;-;-;-;-;1
"221120 Uruçuí";-;-;-;-;-;-;-;-;-;-;1;-;1
"230010 Abaiara";-;-;-;-;1;-;-;-;-;-;1;-;2
"230060 Altaneira";-;-;-;1;-;-;-;-;-;-;-;-;1
"230100 Aquiraz";2;1;1;-;1;-;-;-;1;-;1;-;7
"230130 Araripe";-;-;1;-;-;-;-;-;-;-;-;-;1
"230140 Aratuba";1;1;4;3;2;2;2;6;6;5;4;4;40
"230170 Aurora";-;-;-;-;-;-;1;-;-;-;-;-;1
"230190 Barbalha";16;14;10;4;3;4;4;14;11;5;1;-;86
"230200 Barro";-;-;-;-;-;-;-;-;2;-;-;-;2
"230210 Baturité";1;-;1;1;4;-;-;4;-;-;1;2;14
"230220 Beberibe";-;-;1;-;-;-;-;-;-;-;-;-;1
"230250 Brejo Santo";-;-;-;-;-;-;-;-;-;-;-;1;1
"230260 Camocim";-;-;-;-;-;-;-;-;-;1;-;-;1
"230280 Canindé";1;-;-;-;-;-;-;-;-;-;-;-;1
"230290 Capistrano";1;-;-;-;-;-;-;-;-;-;-;-;1
"230310 Cariré";-;-;-;-;1;-;-;-;-;-;-;-;1
"230320 Caririaçu";2;-;-;-;-;-;-;-;-;-;-;-;2
"230340 Carnaubal";-;-;1;-;-;-;-;-;-;-;-;-;1
"230370 Caucaia";-;-;-;-;1;-;-;-;1;-;-;2;4
"230410 Crateús";-;-;-;1;-;1;-;-;-;-;-;-;2
"230420 Crato";4;5;2;3;6;3;8;5;14;13;18;6;87
"230423 Croatá";-;-;1;-;1;-;-;-;-;-;-;-;2
"230428 Eusébio";-;1;-;-;-;-;2;-;-;-;-;1;4
"230430 Farias Brito";-;-;-;-;-;1;-;-;-;-;-;-;1
"230435 Forquilha";-;-;-;1;-;-;-;-;1;-;-;-;2
"230440 Fortaleza";2;2;1;2;2;-;-;1;-;-;1;1;12
"230450 Frecheirinha";-;-;-;-;-;-;-;-;1;-;-;-;1
"230465 Graça";-;5;1;1;-;-;-;1;1;-;1;-;10
"230500 Guaraciaba do Norte";1;3;3;9;2;1;-;-;-;4;1;1;25
"230510 Guaramiranga";-;1;-;-;2;2;-;-;1;2;-;2;10
"230523 Horizonte";1;1;1;-;-;-;-;1;2;2;1;1;10
"230530 Ibiapina";6;5;7;4;7;-;2;-;1;-;1;4;37
"230540 Icó";-;-;-;-;-;-;-;1;-;2;-;-;3
"230550 Iguatu";-;-;1;-;-;-;1;-;-;-;-;-;2
"230560 Independência";-;-;-;-;-;-;-;-;-;-;1;-;1
"230580 Ipu";-;1;2;-;1;-;-;-;-;1;-;-;5
"230590 Ipueiras";-;-;-;-;1;-;-;-;-;-;1;-;2
"230625 Itaitinga";-;-;2;-;-;-;-;-;-;-;-;-;2
"230630 Itapagé";3;1;3;1;1;3;2;13;19;4;8;10;68
"230640 Itapipoca";1;-;1;-;-;-;-;-;14;12;7;1;36
"230655 Itarema";-;-;-;-;-;-;-;-;-;1;-;-;1
"230660 Itatira";1;-;-;1;-;-;-;-;-;1;-;-;3
"230690 Jaguaribe";-;-;-;1;-;-;-;-;-;-;-;-;1
"230710 Jardim";12;-;2;-;1;1;1;1;2;3;2;2;27
"230730 Juazeiro do Norte";5;2;1;2;4;1;3;-;1;3;1;1;24
"230765 Maracanaú";-;-;-;1;1;-;-;-;-;-;-;-;2
"230770 Maranguape";-;-;-;-;-;-;2;-;2;-;1;1;6
"230790 Martinópole";-;-;-;-;-;-;-;-;1;-;-;-;1
"230800 Massapê";-;3;-;-;2;-;-;-;-;-;-;-;5
"230820 Meruoca";2;-;-;2;-;-;-;6;21;26;8;6;71
"230830 Milagres";1;-;-;-;-;-;-;-;-;-;-;1;2
"230840 Missão Velha";3;-;1;1;-;-;-;-;-;-;-;1;6
"230880 Moraújo";-;-;-;-;-;-;-;-;-;-;1;-;1
"230900 Mucambo";-;1;-;-;-;-;-;-;-;-;-;-;1
"230910 Mulungu";-;-;1;1;3;-;-;3;2;-;1;2;13
"230920 Nova Olinda";2;1;2;-;-;-;-;-;-;1;-;1;7
"230930 Nova Russas";-;-;-;-;-;-;-;-;-;-;-;1;1
"230960 Pacajus";-;-;-;-;1;-;-;-;-;-;-;-;1
"230970 Pacatuba";-;-;-;-;-;1;-;-;-;-;-;-;1
"230980 Pacoti";1;1;1;1;6;3;4;2;4;8;4;4;39
"231010 Palmácia";-;-;3;3;-;-;-;-;-;-;-;-;6
"231050 Pedra Branca";1;-;-;-;-;-;1;-;-;-;1;1;4
"231080 Pereiro";23;8;8;2;2;2;-;-;-;-;1;3;49
"231085 Pindoretama";-;-;-;-;-;-;-;-;-;-;1;2;3
"231100 Poranga";-;-;-;-;-;-;-;-;-;1;-;-;1
"231110 Porteiras";1;1;-;1;-;-;-;-;1;-;-;1;5
"231160 Redenção";-;-;-;-;-;-;-;-;-;-;1;-;1
"231180 Russas";-;-;-;-;-;-;-;-;1;-;-;-;1
"231195 Salitre";-;-;-;-;-;-;-;1;-;-;-;-;1
"231210 Santana do Cariri";1;-;-;-;-;1;-;-;-;-;-;-;2
"231230 São Benedito";6;5;8;2;4;3;6;2;2;6;8;8;60
"231240 São Gonçalo do Amarante";-;-;-;-;-;-;-;-;-;-;-;1;1
"231290 Sobral";3;1;-;-;-;-;1;1;1;1;-;-;8
"231310 Tabuleiro do Norte";-;-;1;-;-;-;-;-;-;-;-;-;1
"231330 Tauá";-;-;-;-;1;-;-;-;-;-;-;-;1
"231340 Tianguá";5;4;8;4;6;4;1;2;5;3;3;2;47
"231350 Trairi";-;-;-;1;-;-;-;-;-;1;-;-;2
"231360 Ubajara";5;5;2;4;1;2;-;-;-;-;1;1;21
"231380 Uruburetama";2;2;5;2;3;3;4;17;14;15;5;3;75
"231400 Várzea Alegre";-;-;-;1;-;-;-;-;-;-;-;-;1
"231410 Viçosa do Ceará";5;7;8;3;3;-;-;-;2;4;7;8;47
"230000 Município ignorado - CE";-;-;-;-;1;-;-;-;-;-;-;-;1
"240330 Encanto";-;-;-;-;-;-;-;1;-;-;-;-;1
"240700 Luís Gomes";1;-;1;-;-;-;-;-;-;-;-;-;2
"241250 São Miguel";19;7;21;3;2;2;2;3;-;1;1;-;61
"241475 Venha-Ver";11;6;-;-;-;-;-;-;-;-;-;-;17
"250030 Alagoa Grande";-;-;3;1;1;-;-;1;-;-;-;-;6
"250040 Alagoa Nova";1;1;2;-;-;-;-;-;1;-;-;-;5
"250110 Areia";1;-;1;2;2;-;2;-;-;1;-;-;9
"250150 Bananeiras";-;-;-;-;-;-;1;1;-;-;-;-;2
"250190 Belém";1;-;-;-;-;-;-;-;-;-;-;1;2
"250270 Borborema";-;-;-;1;-;-;-;-;-;-;-;-;1
"250490 Cruz do Espírito Santo";-;-;-;-;-;-;-;-;-;1;-;-;1
"250520 Cuitegi";1;2;-;-;-;-;-;-;-;-;-;-;3
"250610 Fagundes";1;-;-;-;-;-;-;-;-;-;-;-;1
"250630 Guarabira";-;-;-;1;-;-;-;-;-;-;-;-;1
"250730 Jacaraú";1;-;-;-;-;-;-;-;-;-;-;-;1
"250750 João Pessoa";-;1;-;-;-;-;-;-;-;-;-;-;1
"250830 Lagoa Seca";2;2;-;1;-;-;-;-;1;-;-;1;7
"250905 Marcação";1;-;-;-;-;-;-;-;-;-;-;-;1
"250920 Massaranduba";-;-;-;2;-;-;-;-;-;-;-;-;2
"250933 Matinhas";-;-;5;-;3;-;-;-;-;-;-;-;8
"251160 Pilões";4;5;1;1;1;-;-;-;1;1;2;1;17
"251170 Pilõezinhos";-;-;-;1;-;-;-;-;-;-;-;-;1
"251180 Pirpirituba";-;-;-;-;-;-;-;1;-;-;-;-;1
"251203 Poço Dantas";-;1;-;-;-;-;-;-;-;-;-;-;1
"251590 Serraria";2;-;-;-;-;-;-;-;-;-;2;1;5
"260005 Abreu e Lima";-;-;-;-;-;-;3;-;-;4;1;2;10
"260030 Agrestina";-;-;-;-;-;1;1;1;-;-;-;-;3
"260040 Água Preta";1;2;1;1;-;1;1;-;-;-;-;-;7
"260060 Alagoinha";1;-;-;-;-;-;-;-;-;-;-;-;1
"260070 Aliança";-;-;-;-;-;-;1;-;-;-;-;-;1
"260080 Altinho";-;-;1;-;-;-;-;-;-;-;-;-;1
"260090 Amaraji";-;-;-;2;-;-;2;1;-;-;1;-;6
"260105 Araçoiaba";-;2;-;-;-;-;-;-;-;-;-;-;2
"260110 Araripina";-;-;-;2;-;-;-;-;-;-;-;-;2
"260170 Belo Jardim";6;6;8;7;1;-;-;-;-;-;-;-;28
"260200 Bodocó";-;-;-;2;-;-;-;-;-;1;-;-;3
"260210 Bom Conselho";-;-;-;-;-;-;1;1;-;-;-;-;2
"260220 Bom Jardim";-;-;-;1;1;-;-;-;1;-;-;-;3
"260230 Bonito";-;-;1;-;-;-;-;-;-;-;1;-;2
"260260 Brejo da Madre de Deus";2;-;4;2;2;1;-;-;-;-;-;1;12
"260290 Cabo de Santo Agostinho";3;4;3;1;1;-;-;1;-;-;-;-;13
"260370 Canhotinho";-;-;-;-;1;-;-;-;-;-;-;-;1
"260392 Carnaubeira da Penha";-;-;-;1;1;-;-;-;-;1;-;-;3
"260420 Catende";1;-;-;-;-;1;1;1;3;-;-;-;7
"260430 Cedro";-;-;-;-;-;-;-;-;-;-;1;-;1
"260440 Chã de Alegria";1;-;-;-;-;-;-;-;-;-;-;-;1
"260450 Chã Grande";-;-;-;1;-;-;-;-;-;-;-;-;1
"260480 Cortês";1;-;3;-;1;-;-;-;-;1;-;-;6
"260520 Escada";-;-;-;-;-;-;-;1;-;-;-;-;1
"260610 Glória do Goitá";5;3;1;1;-;2;1;3;-;1;3;3;23
"260680 Igarassu";5;1;2;3;1;-;1;-;1;-;-;-;14
"260760 Ilha de Itamaracá";1;-;-;-;-;-;-;-;-;-;-;-;1
