LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2011
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"120040 Rio Branco";14;15;20;13;12;11;10;11;22;18;11;8;165
"120042 Rodrigues Alves";2;1;-;1;2;-;-;1;1;1;2;1;12
"120043 Santa Rosa do Purus";-;1;-;-;-;1;1;-;-;-;-;-;3
"120050 Sena Madureira";10;4;8;10;12;9;8;8;8;14;18;13;122
"120045 Senador Guiomard";1;-;2;-;-;-;1;-;-;-;1;-;5
"120060 Tarauacá";1;1;7;5;7;4;6;3;5;3;2;2;46
"120070 Xapuri";4;6;20;12;8;19;6;12;8;14;8;7;124
"120000 Município ignorado - AC";-;1;-;-;-;-;-;-;-;-;-;-;1
"130002 Alvarães";-;-;1;-;2;4;2;-;-;2;-;-;11
"130006 Amaturá";-;-;1;-;-;-;-;1;-;-;-;-;2
"130008 Anamã";-;-;1;-;-;-;-;-;-;-;-;-;1
"130014 Apuí";-;1;2;2;3;3;-;3;-;1;2;1;18
"130020 Atalaia do Norte";-;1;1;-;3;1;4;4;2;1;1;-;18
"130030 Autazes";-;1;1;1;1;-;2;1;-;1;-;-;8
"130040 Barcelos";1;1;2;4;7;5;2;7;-;5;1;1;36
"130050 Barreirinha";-;-;-;-;-;1;1;-;-;-;-;3;5
"130060 Benjamin Constant";-;-;-;-;1;1;-;1;1;-;-;-;4
"130070 Boca do Acre";5;3;2;4;8;6;2;6;5;4;11;9;65
"130080 Borba";1;1;-;2;-;1;1;-;1;3;1;2;13
"130083 Caapiranga";-;-;-;-;-;-;1;-;-;-;-;-;1
"130090 Canutama";-;-;1;1;-;1;-;1;-;-;2;-;6
"130100 Carauari";-;-;3;2;1;4;-;-;3;1;3;3;20
"130110 Careiro";2;1;-;1;-;-;-;1;-;2;-;-;7
"130115 Careiro da Várzea";-;-;-;-;1;-;-;-;-;-;-;1;2
"130120 Coari";19;24;47;31;26;13;4;4;3;8;4;5;188
"130130 Codajás";-;1;-;-;-;1;-;-;-;1;-;-;3
"130140 Eirunepé";2;-;1;3;3;-;2;1;4;-;1;1;18
"130150 Envira";2;-;2;2;1;1;1;-;3;2;3;-;17
"130160 Fonte Boa";1;2;-;-;1;-;1;1;-;-;-;-;6
"130165 Guajará";1;-;-;2;2;3;-;1;-;1;1;-;11
"130170 Humaitá";2;1;-;8;8;6;8;5;7;4;2;4;55
"130180 Ipixuna";1;1;1;2;-;2;-;-;1;1;1;1;11
"130185 Iranduba";-;-;-;-;-;-;-;-;-;1;1;-;2
"130190 Itacoatiara";3;11;7;8;8;5;5;4;4;16;13;8;92
"130195 Itamarati";-;-;-;-;1;-;-;-;-;-;-;1;2
"130200 Itapiranga";-;-;-;1;1;-;-;-;1;1;1;-;5
"130210 Japurá";-;-;-;1;1;2;1;1;-;-;-;-;6
"130220 Juruá";-;1;-;-;-;-;-;-;1;-;-;-;2
"130230 Jutaí";-;-;-;-;1;-;-;-;-;-;-;-;1
"130240 Lábrea";-;3;4;4;2;3;5;-;2;3;1;-;27
"130250 Manacapuru";3;2;4;2;7;3;4;3;2;3;4;2;39
"130255 Manaquiri";-;-;1;-;-;-;-;-;-;-;1;-;2
"130260 Manaus";50;63;51;52;17;18;18;15;40;48;81;73;526
"130270 Manicoré";1;2;4;3;3;5;4;-;2;3;3;-;30
"130280 Maraã";-;-;-;-;-;-;-;-;3;-;4;-;7
"130290 Maués";2;-;1;3;1;5;7;10;2;-;3;1;35
"130300 Nhamundá";-;1;-;-;1;-;-;1;2;6;7;1;19
"130310 Nova Olinda do Norte";-;-;2;-;-;1;-;-;-;1;-;1;5
"130320 Novo Airão";1;-;-;3;-;3;2;2;1;2;1;-;15
"130330 Novo Aripuanã";4;1;9;2;4;-;2;-;-;-;-;-;22
"130340 Parintins";1;-;-;-;1;-;-;-;2;2;-;-;6
"130350 Pauini";1;-;-;-;-;3;3;-;1;3;1;-;12
"130353 Presidente Figueiredo";10;32;24;14;14;9;5;11;9;22;50;54;254
"130356 Rio Preto da Eva";34;51;32;27;17;5;11;13;19;34;44;81;368
"130360 Santa Isabel do Rio Negro";-;2;1;1;17;12;2;1;-;2;-;-;38
"130370 Santo Antônio do Içá";-;-;-;-;-;-;-;1;1;-;-;-;2
"130380 São Gabriel da Cachoeira";1;3;2;1;1;1;5;3;4;3;1;4;29
"130390 São Paulo de Olivença";1;-;1;-;-;-;-;-;-;-;-;-;2
"130395 São Sebastião do Uatumã";-;1;-;1;1;-;-;1;-;1;2;-;7
"130400 Silves";-;-;-;-;2;-;1;-;3;1;1;-;8
"130406 Tabatinga";1;-;-;-;-;-;-;-;2;-;-;-;3
"130410 Tapauá";-;1;1;-;-;1;1;-;1;1;-;3;9
"130420 Tefé";3;14;25;17;9;6;4;6;3;3;4;10;104
"130423 Tonantins";-;-;-;-;-;-;-;1;-;1;-;-;2
"130426 Uarini";-;-;2;-;-;1;2;2;-;-;-;-;7
"130430 Urucará";2;-;-;-;-;-;-;1;2;-;-;2;7
"130440 Urucurituba";-;-;-;-;-;-;1;-;-;1;-;-;2
"130000 Município ignorado - AM";-;-;-;-;1;-;1;1;-;-;1;-;4
"140005 Alto Alegre";-;-;1;1;3;2;1;1;1;-;1;-;11
"140002 Amajari";-;-;2;-;2;-;-;-;-;-;-;-;4
"140010 Boa Vista";-;-;-;-;2;-;1;-;-;1;-;1;5
"140015 Bonfim";-;-;-;-;-;1;-;-;-;-;-;-;1
"140017 Cantá";-;2;1;3;3;4;2;2;7;2;2;-;28
"140020 Caracaraí";2;-;1;2;2;5;4;2;2;1;-;-;21
"140023 Caroebe";1;3;1;1;2;3;-;1;2;1;4;2;21
"140028 Iracema";-;2;-;1;1;1;1;1;-;-;2;-;9
"140030 Mucajaí";-;-;1;2;4;1;1;-;4;-;2;4;19
"140045 Pacaraima";-;1;-;-;4;1;2;1;-;1;3;3;16
"140047 Rorainópolis";6;3;8;5;8;9;7;2;4;3;2;3;60
"140050 São João da Baliza";2;-;-;1;-;-;2;-;-;1;-;-;6
"140060 São Luiz";-;-;-;-;-;-;-;-;-;-;1;-;1
"140070 Uiramutã";2;2;1;-;-;1;1;-;1;1;1;-;10
"140000 Município ignorado - RR";-;-;-;1;-;-;-;-;-;-;-;-;1
"150010 Abaetetuba";1;-;1;1;-;-;-;-;-;-;-;-;3
"150013 Abel Figueiredo";1;1;1;-;-;-;2;-;-;-;-;3;8
"150020 Acará";1;-;1;3;-;-;-;3;-;-;-;2;10
"150030 Afuá";-;-;-;-;-;-;-;1;-;-;-;1;2
"150034 Água Azul do Norte";-;1;-;1;1;-;1;-;2;1;2;1;10
"150040 Alenquer";10;11;5;3;2;2;3;3;2;5;6;7;59
"150050 Almeirim";19;25;36;22;12;18;12;12;7;6;10;9;188
"150060 Altamira";8;7;4;7;5;3;7;3;5;9;8;11;77
"150070 Anajás";-;2;1;-;-;-;-;-;-;1;-;-;4
"150080 Ananindeua";-;-;-;-;-;-;1;-;-;-;-;-;1
"150085 Anapu";11;7;2;10;9;-;1;6;-;3;7;4;60
"150090 Augusto Corrêa";-;-;-;-;-;1;-;-;-;1;1;-;3
"150095 Aurora do Pará";3;-;2;-;1;1;1;-;-;1;-;-;9
"150100 Aveiro";-;-;1;1;-;-;-;-;-;1;-;1;4
"150110 Bagre";-;1;2;1;1;3;4;-;1;2;2;3;20
"150120 Baião";1;1;3;3;-;2;-;1;6;2;3;1;23
"150130 Barcarena";-;-;1;-;1;-;-;-;2;-;1;-;5
"150140 Belém";-;-;2;-;-;-;-;1;1;-;1;1;6
"150145 Belterra";-;1;-;1;1;3;1;-;7;6;1;-;21
"150157 Bom Jesus do Tocantins";-;1;-;5;-;1;-;-;1;2;1;-;11
"150160 Bonito";-;-;-;-;-;1;-;-;-;-;-;-;1
"150170 Bragança";3;5;5;5;8;-;1;2;3;1;-;-;33
"150172 Brasil Novo";9;3;6;4;2;-;-;3;4;5;5;6;47
"150175 Brejo Grande do Araguaia";-;-;-;2;-;-;-;-;-;-;-;-;2
"150178 Breu Branco";2;1;1;3;5;4;4;2;3;5;7;9;46
"150180 Breves";-;-;1;1;1;-;-;-;-;1;-;-;4
"150195 Cachoeira do Piriá";13;10;6;3;6;2;2;-;-;1;2;6;51
"150210 Cametá";1;-;1;1;-;1;1;-;-;-;1;1;7
"150215 Canaã dos Carajás";1;-;-;1;-;-;1;-;1;-;1;-;5
"150230 Capitão Poço";3;-;-;-;-;-;-;-;-;-;2;-;5
"150240 Castanhal";1;1;1;2;1;1;-;-;-;-;-;1;8
"150250 Chaves";-;-;-;-;1;-;-;-;-;-;-;-;1
"150260 Colares";-;-;-;-;-;-;-;1;-;-;1;-;2
"150270 Conceição do Araguaia";-;-;1;-;-;1;-;2;1;1;3;-;9
"150276 Cumaru do Norte";-;-;-;1;-;1;1;1;-;-;1;-;5
"150277 Curionópolis";1;-;-;-;1;1;2;-;1;-;1;-;7
"150280 Curralinho";-;-;-;-;-;-;-;1;-;-;-;1;2
"150285 Curuá";1;-;-;-;1;-;-;-;1;-;-;2;5
"150290 Curuçá";-;1;-;-;-;1;-;1;-;-;-;-;3
"150293 Dom Eliseu";4;3;-;2;3;1;3;2;6;7;10;5;46
"150295 Eldorado do Carajás";4;1;3;-;1;-;-;1;3;-;2;1;16
"150300 Faro";-;-;-;-;-;-;-;-;1;1;1;-;3
"150304 Floresta do Araguaia";-;-;-;-;-;-;-;-;-;-;1;2;3
"150307 Garrafão do Norte";3;3;3;5;-;-;-;1;1;2;4;2;24
"150309 Goianésia do Pará";5;2;5;2;6;4;2;8;7;9;14;12;76
"150310 Gurupá";-;-;-;-;1;-;2;-;-;-;-;-;3
"150320 Igarapé-Açu";2;1;2;2;1;-;-;-;-;-;-;-;8
"150330 Igarapé-Miri";2;3;2;1;-;1;3;2;1;2;2;3;22
"150340 Inhangapi";-;-;-;1;-;-;-;-;1;-;-;-;2
"150345 Ipixuna do Pará";6;4;6;4;2;4;3;-;1;13;13;9;65
"150350 Irituia";2;-;2;-;-;1;-;2;1;-;1;-;9
"150360 Itaituba";8;11;11;9;9;13;8;7;3;13;11;6;109
"150370 Itupiranga";1;5;7;6;8;2;2;3;1;-;1;2;38
"150375 Jacareacanga";-;1;-;5;1;1;4;-;1;2;1;-;16
"150380 Jacundá";-;2;1;-;2;1;-;-;-;-;1;1;8
"150390 Juruti";1;-;1;3;-;-;3;2;1;1;-;-;12
"150420 Marabá";21;12;13;14;23;5;5;4;3;4;2;4;110
"150430 Maracanã";-;-;-;-;-;-;-;-;-;-;-;1;1
"150440 Marapanim";-;-;-;-;1;-;-;1;-;-;1;-;3
"150442 Marituba";-;-;-;-;-;-;-;-;-;-;1;-;1
"150445 Medicilândia";19;23;14;19;10;9;6;8;5;17;14;11;155
"150450 Melgaço";-;-;-;-;-;1;-;-;-;-;-;-;1
"150460 Mocajuba";-;2;5;-;-;-;1;3;-;-;-;2;13
"150470 Moju";7;9;4;-;4;1;2;4;7;3;7;5;53
"150480 Monte Alegre";14;12;6;5;4;2;2;3;7;3;12;15;85
"150490 Muaná";-;-;-;-;1;-;-;-;1;-;-;-;2
"150495 Nova Esperança do Piriá";8;3;1;4;1;1;-;1;1;1;1;4;26
"150497 Nova Ipixuna";1;-;-;-;1;-;-;-;-;-;-;1;3
"150500 Nova Timboteua";-;-;-;1;-;-;-;-;-;-;-;-;1
"150503 Novo Progresso";4;4;12;6;3;3;5;12;4;3;5;13;74
"150506 Novo Repartimento";14;18;8;7;4;5;1;2;5;1;2;4;71
"150510 Óbidos";4;5;2;4;3;1;2;1;-;13;11;5;51
"150520 Oeiras do Pará";-;-;1;1;2;-;-;1;-;2;-;1;8
"150530 Oriximiná";7;3;13;13;6;3;2;1;1;7;8;11;75
"150540 Ourém";-;-;-;1;-;-;-;-;-;-;-;-;1
"150543 Ourilândia do Norte";2;2;2;-;-;3;1;1;2;-;1;-;14
"150548 Pacajá";11;9;8;3;12;10;7;3;-;12;8;9;92
"150549 Palestina do Pará";-;-;-;-;-;-;-;-;-;2;-;1;3
"150550 Paragominas";19;10;11;8;7;5;2;5;15;22;29;17;150
"150553 Parauapebas";7;9;27;23;21;13;3;2;4;5;5;4;123
"150555 Pau D'Arco";-;-;-;-;-;-;-;-;-;-;2;-;2
"150563 Piçarra";-;-;-;-;2;1;1;-;-;-;-;-;4
"150565 Placas";11;4;8;2;2;3;2;-;4;3;2;3;44
"150580 Portel";9;21;28;19;20;17;8;12;15;17;8;24;198
"150590 Porto de Moz";-;-;1;9;2;-;1;-;-;-;-;2;15
"150600 Prainha";4;7;1;2;5;2;6;11;9;7;8;9;71
"150613 Redenção";1;4;-;1;-;-;1;1;2;2;1;-;13
"150616 Rio Maria";1;-;-;1;-;-;-;1;1;-;-;-;4
"150618 Rondon do Pará";8;4;8;4;4;5;3;3;3;7;8;11;68
"150619 Rurópolis";4;3;9;5;2;5;2;1;2;3;5;6;47
"150635 Santa Bárbara do Pará";-;-;-;-;-;1;-;-;-;-;-;-;1
"150655 Santa Luzia do Pará";3;1;1;1;3;-;-;-;1;-;-;-;10
"150658 Santa Maria das Barreiras";-;-;1;-;1;2;-;-;2;-;-;-;6
"150660 Santa Maria do Pará";-;-;1;1;3;-;-;-;1;1;-;-;7
"150670 Santana do Araguaia";2;-;6;1;2;2;2;3;1;3;2;-;24
"150680 Santarém";6;2;8;8;6;9;11;8;24;15;6;6;109
"150690 Santarém Novo";-;1;-;-;-;-;-;-;-;-;-;-;1
"150700 Santo Antônio do Tauá";-;1;-;-;-;-;-;-;-;-;1;-;2
"150715 São Domingos do Araguaia";5;3;1;5;3;2;1;1;-;3;1;4;29
"150720 São Domingos do Capim";1;3;2;-;-;-;2;-;1;1;-;-;10
"150730 São Félix do Xingu";9;14;8;5;4;2;2;3;2;3;1;6;59
"150740 São Francisco do Pará";1;2;-;1;1;-;1;1;1;-;-;1;9
"150745 São Geraldo do Araguaia";1;1;-;2;4;-;-;3;-;2;2;3;18
"150746 São João da Ponta";-;-;-;-;1;-;-;-;-;-;-;-;1
"150747 São João de Pirabas";-;-;-;-;-;-;1;-;-;-;-;-;1
"150750 São João do Araguaia";3;2;1;1;2;-;2;-;-;1;-;-;12
"150760 São Miguel do Guamá";-;1;1;-;-;-;1;-;-;-;-;-;3
"150770 São Sebastião da Boa Vista";1;-;-;1;-;-;-;-;-;-;-;-;2
"150780 Senador José Porfírio";-;1;2;1;4;1;1;1;1;3;1;6;22
"150795 Tailândia";16;9;9;7;9;11;3;11;20;11;13;6;125
"150796 Terra Alta";-;-;-;1;-;-;-;-;-;-;-;-;1
"150797 Terra Santa";-;-;1;-;-;-;-;-;-;-;1;-;2
"150800 Tomé-Açu";15;14;40;16;20;15;5;3;3;6;11;9;157
"150803 Tracuateua";-;-;1;-;-;-;-;-;-;-;1;-;2
"150805 Trairão";1;5;4;3;-;2;1;4;5;2;2;4;33
"150808 Tucumã";4;7;5;3;2;-;2;-;1;-;-;-;24
"150810 Tucuruí";3;-;2;1;1;-;1;1;1;3;4;1;18
"150812 Ulianópolis";4;4;2;8;9;5;8;6;8;8;3;5;70
"150815 Uruará";18;10;11;18;12;7;6;6;11;15;32;20;166
"150830 Viseu";6;6;8;10;5;-;1;4;-;1;1;-;42
"150835 Vitória do Xingu";1;1;-;2;1;2;2;2;2;1;9;2;25
"150840 Xinguara";-;2;-;1;-;2;2;2;2;2;-;-;13
"150000 Município ignorado - PA";1;1;-;-;1;-;-;-;-;-;-;1;4
"160010 Amapá";1;1;-;-;-;-;-;-;-;-;-;2;4
"160020 Calçoene";18;17;14;3;3;2;1;-;1;-;1;3;63
"160023 Ferreira Gomes";1;-;-;-;1;-;-;-;-;-;1;-;3
"160027 Laranjal do Jari";5;7;4;5;3;3;8;5;2;-;10;1;53
"160030 Macapá";-;-;-;-;-;-;2;1;-;3;1;1;8
"160040 Mazagão";-;-;3;4;7;4;1;4;-;2;4;1;30
"160050 Oiapoque";4;15;11;2;4;3;3;2;1;-;2;7;54
"160015 Pedra Branca do Amapari";14;11;3;10;3;2;-;1;1;3;4;8;60
"160053 Porto Grande";7;5;8;7;5;4;4;2;3;3;3;4;55
"160055 Pracuúba";1;1;1;-;-;-;-;-;-;-;-;2;5
"160060 Santana";1;-;-;1;-;1;-;-;-;1;1;-;5
"160005 Serra do Navio";5;10;5;5;3;2;-;3;3;6;5;7;54
"160070 Tartarugalzinho";4;8;2;2;2;3;3;1;2;2;-;-;29
"160080 Vitória do Jari";1;1;3;1;3;-;2;4;-;2;2;-;19
"170025 Abreulândia";-;-;1;-;-;1;-;-;-;-;1;-;3
"170030 Aguiarnópolis";-;-;-;-;-;-;-;-;1;-;-;-;1
"170040 Almas";1;-;-;-;-;-;-;-;-;-;1;-;2
"170070 Alvorada";-;-;-;-;1;-;-;-;-;1;-;-;2
"170100 Ananás";-;-;1;-;1;-;5;1;1;-;1;-;10
"170110 Aparecida do Rio Negro";1;-;-;-;-;-;-;-;-;-;-;-;1
"170190 Araguacema";1;1;1;-;-;2;1;-;1;-;-;-;7
"170200 Araguaçu";1;-;1;-;-;-;-;2;2;-;-;-;6
"170210 Araguaína";1;-;-;1;-;2;1;1;-;2;1;-;9
"170215 Araguanã";-;1;-;-;1;-;-;-;-;-;-;-;2
"170220 Araguatins";1;1;1;-;1;-;1;1;-;-;-;-;6
"170230 Arapoema";-;-;-;-;-;-;-;-;-;1;-;-;1
"170255 Augustinópolis";-;-;-;-;1;-;-;-;-;-;-;-;1
"170270 Aurora do Tocantins";-;-;1;-;-;-;-;1;1;-;-;-;3
"170290 Axixá do Tocantins";3;-;-;-;-;-;-;1;-;-;-;-;4
"170300 Babaçulândia";-;-;1;-;1;-;-;1;-;-;-;-;3
"170305 Bandeirantes do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"170310 Barrolândia";-;2;-;1;-;-;-;1;-;-;1;-;5
"170360 Brasilândia do Tocantins";1;-;1;-;-;-;-;-;-;-;-;-;2
"170370 Brejinho de Nazaré";-;-;-;-;-;-;-;-;1;-;-;-;1
"170382 Cachoeirinha";-;-;-;1;-;-;-;2;-;-;-;-;3
"170384 Campos Lindos";-;1;-;-;1;-;-;-;-;-;-;1;3
"170389 Carrasco Bonito";1;-;-;-;-;-;-;1;-;-;-;-;2
"170390 Caseara";2;-;2;1;-;1;1;2;-;-;-;-;9
"170410 Centenário";-;-;-;-;-;-;-;-;1;-;2;-;3
"170460 Chapada de Areia";-;-;-;-;-;-;-;-;1;-;-;-;1
"170555 Combinado";1;-;-;-;-;-;-;-;1;-;-;-;2
"170600 Couto Magalhães";-;-;-;1;1;-;-;-;-;-;-;-;2
"170610 Cristalândia";-;-;-;-;-;-;2;1;-;1;1;-;5
"170700 Dianópolis";-;1;-;1;-;-;1;-;2;1;2;1;9
"170710 Divinópolis do Tocantins";-;1;1;1;-;1;-;-;1;-;-;-;5
"170720 Dois Irmãos do Tocantins";-;-;1;-;-;-;-;2;-;1;-;-;4
"170730 Dueré";-;-;-;-;-;-;-;-;1;-;-;1;2
"170740 Esperantina";-;1;-;-;-;-;-;-;-;1;-;-;2
"170755 Fátima";1;-;1;-;-;-;-;-;-;-;-;-;2
"170770 Filadélfia";-;-;-;-;-;-;1;-;1;-;-;-;2
"170820 Formoso do Araguaia";-;-;1;-;-;-;-;-;-;-;-;-;1
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-;-;-;-;-;1;1
"170900 Goiatins";-;-;2;2;-;-;-;1;-;1;1;-;7
"170930 Guaraí";-;1;-;-;1;2;1;-;1;-;-;-;6
"170950 Gurupi";-;-;-;2;-;-;-;-;-;1;-;-;3
"170980 Ipueiras";-;-;-;-;-;-;-;-;-;1;-;-;1
"171050 Itacajá";-;-;1;1;-;-;-;-;-;-;-;-;2
"171110 Itaporã do Tocantins";1;-;-;-;-;-;1;-;-;-;-;-;2
"171150 Jaú do Tocantins";2;-;-;-;-;-;-;-;1;-;-;-;3
"171190 Lagoa da Confusão";1;-;1;1;1;2;1;1;-;-;-;1;9
"171195 Lagoa do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"171200 Lajeado";-;1;-;-;-;-;-;1;-;-;-;1;3
"171215 Lavandeira";-;1;-;-;-;-;-;2;2;2;-;-;7
"171245 Luzinópolis";1;-;-;-;1;-;-;-;-;-;1;-;3
"171250 Marianópolis do Tocantins";-;-;1;1;-;-;-;1;1;3;1;-;8
"171280 Maurilândia do Tocantins";1;-;-;-;-;-;1;-;-;-;-;-;2
"171320 Miracema do Tocantins";2;1;-;1;-;2;2;3;-;1;-;-;12
"171330 Miranorte";1;-;-;-;-;-;-;-;-;-;-;-;1
"171360 Monte do Carmo";5;-;1;1;-;-;2;4;4;6;4;6;33
"171370 Monte Santo do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171395 Muricilândia";1;-;1;1;-;-;-;-;-;-;-;-;3
"171420 Natividade";-;-;-;-;-;-;-;1;-;-;-;-;1
"171430 Nazaré";-;-;-;-;-;-;-;-;1;-;-;-;1
"171488 Nova Olinda";-;-;-;-;-;-;1;1;-;-;-;-;2
"171515 Novo Alegre";2;1;-;-;-;-;1;-;-;1;-;1;6
"171525 Novo Jardim";-;-;1;2;-;-;-;-;-;-;1;-;4
"172100 Palmas";1;4;5;2;1;-;-;3;3;1;4;1;25
"171570 Palmeirante";-;-;-;-;-;-;-;1;-;-;-;-;1
"171380 Palmeiras do Tocantins";-;-;-;-;-;-;-;-;-;-;1;-;1
"171575 Palmeirópolis";1;-;-;-;-;-;-;-;-;1;1;-;3
"171610 Paraíso do Tocantins";-;1;1;-;1;-;-;2;-;-;-;-;5
"171620 Paranã";-;-;-;-;-;-;-;-;-;1;-;-;1
"171650 Pedro Afonso";-;-;1;-;-;2;-;-;1;2;-;1;7
"171660 Peixe";-;-;-;1;-;-;-;-;-;-;-;-;1
"171700 Pindorama do Tocantins";2;-;1;-;-;1;-;1;-;-;-;-;5
"171720 Piraquê";-;-;1;-;1;-;1;-;-;-;-;-;3
"171750 Pium";1;1;1;1;2;1;2;1;-;-;1;-;11
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;-;-;-;-;-;1;-;1
"171790 Ponte Alta do Tocantins";3;1;-;-;-;-;1;2;5;5;6;1;24
