LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2019
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110110 Itapuã do Oeste";-;-;-;-;-;-;1;-;-;-;-;1;2
"110011 Jaru";-;-;-;1;1;-;1;1;-;-;-;-;4
"110012 Ji-Paraná";2;4;1;5;4;7;4;4;7;2;2;-;42
"110013 Machadinho D'Oeste";5;3;2;3;4;1;1;5;4;4;2;2;36
"110120 Ministro Andreazza";1;-;-;-;-;-;-;-;2;-;-;-;3
"110130 Mirante da Serra";1;-;1;-;1;-;-;1;1;3;2;-;10
"110140 Monte Negro";-;5;-;-;1;-;-;2;1;-;-;-;9
"110014 Nova Brasilândia D'Oeste";1;-;-;1;-;-;-;-;2;1;-;-;5
"110033 Nova Mamoré";3;1;3;1;-;1;5;2;-;2;1;2;21
"110143 Nova União";-;-;-;-;-;-;-;-;-;-;-;-;-
"110050 Novo Horizonte do Oeste";-;-;-;-;-;-;1;-;-;1;1;-;3
"110015 Ouro Preto do Oeste";1;1;-;1;-;-;-;1;-;-;-;-;4
"110145 Parecis";2;-;-;1;-;-;-;1;3;1;2;2;12
"110018 Pimenta Bueno";2;2;-;2;4;4;7;6;5;7;2;-;41
"110146 Pimenteiras do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-
"110020 Porto Velho";10;4;4;5;8;7;7;5;9;6;5;7;77
"110025 Presidente Médici";-;-;-;-;-;-;-;1;2;1;-;-;4
"110147 Primavera de Rondônia";-;-;-;-;-;-;-;1;1;-;-;-;2
"110026 Rio Crespo";-;-;-;-;1;-;2;-;1;-;-;1;5
"110028 Rolim de Moura";2;6;1;2;-;-;-;5;2;1;1;1;21
"110029 Santa Luzia D'Oeste";-;1;2;-;1;1;1;3;1;1;2;1;14
"110148 São Felipe D'Oeste";-;-;-;-;-;-;-;-;1;-;-;-;1
"110149 São Francisco do Guaporé";7;4;2;2;7;4;7;2;1;3;1;4;44
"110032 São Miguel do Guaporé";-;2;-;1;-;-;-;2;4;1;4;4;18
"110150 Seringueiras";-;1;1;1;-;-;-;1;2;3;1;-;10
"110155 Teixeirópolis";-;-;-;-;-;1;-;-;-;-;1;-;2
"110160 Theobroma";1;-;-;-;-;-;-;3;3;2;-;-;9
"110170 Urupá";1;-;-;-;-;-;-;2;1;-;-;-;4
"110175 Vale do Anari";1;1;-;-;-;-;-;1;2;1;1;-;7
"110180 Vale do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-
"110030 Vilhena";1;2;7;7;7;5;10;8;7;9;2;3;68
"110000 Município ignorado - RO";-;-;-;-;-;-;-;-;-;-;-;-;-
"120001 Acrelândia";2;3;2;-;-;-;1;-;-;-;3;-;11
"120005 Assis Brasil";15;8;5;6;4;1;6;9;2;5;6;5;72
"120010 Brasiléia";12;7;8;5;11;5;5;4;11;1;5;11;85
"120013 Bujari";2;4;2;4;2;3;1;2;2;2;5;4;33
"120017 Capixaba";2;2;8;4;1;2;1;7;6;4;2;2;41
"120020 Cruzeiro do Sul";1;3;1;3;2;-;1;1;2;-;1;2;17
"120025 Epitaciolândia";-;1;1;1;3;2;4;1;1;2;1;4;21
"120030 Feijó";4;8;5;7;6;4;3;4;3;4;4;3;55
"120032 Jordão";1;3;-;1;1;1;-;1;-;2;1;2;13
"120033 Mâncio Lima";3;4;2;1;3;-;5;4;1;1;4;4;32
"120034 Manoel Urbano";4;4;4;2;2;6;3;1;2;4;3;2;37
"120035 Marechal Thaumaturgo";7;3;12;8;6;2;-;4;1;2;3;4;52
"120038 Plácido de Castro";1;-;-;-;-;-;2;-;-;1;-;-;4
"120080 Porto Acre";1;3;1;4;-;2;1;1;-;1;1;4;19
"120039 Porto Walter";-;2;2;2;-;3;1;1;-;4;1;1;17
"120040 Rio Branco";7;13;4;15;8;15;11;4;16;14;3;12;122
"120042 Rodrigues Alves";5;-;-;-;-;-;-;-;1;-;1;1;8
"120043 Santa Rosa do Purus";3;2;2;7;3;-;-;2;-;3;1;-;23
"120050 Sena Madureira";17;17;7;12;10;10;5;7;5;11;14;7;122
"120045 Senador Guiomard";2;-;1;1;2;1;1;2;-;3;2;2;17
"120060 Tarauacá";2;1;2;2;2;-;-;2;-;4;3;2;20
"120070 Xapuri";13;11;8;5;10;8;6;7;5;4;4;5;86
"120000 Município ignorado - AC";-;-;-;-;-;-;-;-;-;-;-;-;-
"130002 Alvarães";-;1;-;-;-;-;1;-;-;-;-;-;2
"130006 Amaturá";-;-;-;-;-;-;-;-;-;-;-;-;-
"130008 Anamã";-;1;-;1;-;-;-;-;-;-;-;-;2
"130010 Anori";-;-;-;-;-;-;-;-;-;-;-;-;-
"130014 Apuí";3;4;-;3;4;4;1;2;3;1;1;-;26
"130020 Atalaia do Norte";-;-;1;4;1;-;2;1;-;-;-;1;10
"130030 Autazes";3;1;1;1;1;-;-;-;1;1;2;-;11
"130040 Barcelos";-;2;1;3;1;4;1;1;-;2;-;-;15
"130050 Barreirinha";-;-;1;-;3;9;8;4;1;4;5;5;40
"130060 Benjamin Constant";-;-;-;1;-;-;1;1;1;-;-;-;4
"130063 Beruri";-;-;-;-;-;-;-;-;-;-;-;-;-
"130068 Boa Vista do Ramos";-;1;1;-;-;2;1;-;-;-;1;-;6
"130070 Boca do Acre";1;2;2;4;8;5;7;7;-;4;-;6;46
"130080 Borba";-;-;1;-;1;6;2;4;1;-;-;-;15
"130083 Caapiranga";-;-;-;-;-;1;2;-;-;-;-;-;3
"130090 Canutama";4;1;2;-;1;4;2;-;-;2;-;2;18
"130100 Carauari";2;2;1;2;-;-;-;-;-;-;-;-;7
"130110 Careiro";-;-;-;1;-;1;1;-;-;-;-;-;3
"130115 Careiro da Várzea";-;-;-;-;-;-;-;-;-;-;-;1;1
"130120 Coari";-;-;-;1;2;1;-;-;-;-;1;-;5
"130130 Codajás";-;-;-;-;-;-;-;-;-;1;-;-;1
"130140 Eirunepé";-;5;3;-;5;6;3;2;2;4;2;1;33
"130150 Envira";8;5;-;2;2;3;5;4;3;4;3;2;41
"130160 Fonte Boa";-;-;-;-;-;-;-;-;-;-;-;-;-
"130165 Guajará";-;2;-;-;3;-;-;1;-;4;-;-;10
"130170 Humaitá";4;3;6;5;7;7;7;6;4;7;1;2;59
"130180 Ipixuna";2;1;-;2;-;-;-;1;1;-;-;-;7
"130185 Iranduba";1;-;-;-;1;-;-;-;-;-;-;-;2
"130190 Itacoatiara";10;8;3;2;2;2;5;2;1;8;11;5;59
"130195 Itamarati";-;-;-;-;-;-;1;1;-;-;-;-;2
"130200 Itapiranga";-;-;-;-;-;-;-;-;-;-;-;1;1
"130210 Japurá";-;1;-;-;-;-;1;-;-;1;-;1;4
"130220 Juruá";-;-;-;-;-;-;-;-;1;-;-;-;1
"130230 Jutaí";-;-;-;-;-;-;-;-;-;-;-;-;-
"130240 Lábrea";2;1;1;1;2;3;3;2;1;-;-;-;16
"130250 Manacapuru";4;-;1;-;2;-;-;-;1;2;1;1;12
"130255 Manaquiri";-;1;-;-;-;-;-;-;-;-;-;-;1
"130260 Manaus";60;53;35;21;17;17;7;5;9;19;53;36;332
"130270 Manicoré";2;2;-;2;5;3;2;-;-;1;-;-;17
"130280 Maraã";1;-;-;-;-;-;-;-;-;-;-;-;1
"130290 Maués";-;-;1;2;1;5;5;2;6;1;2;1;26
"130300 Nhamundá";-;1;1;3;1;2;-;2;2;2;2;-;16
"130310 Nova Olinda do Norte";2;-;-;-;2;2;-;-;1;1;-;-;8
"130320 Novo Airão";-;2;2;1;1;1;2;-;-;4;-;-;13
"130330 Novo Aripuanã";1;1;1;2;1;5;1;1;-;-;-;-;13
"130340 Parintins";2;1;-;1;-;2;1;-;2;-;-;1;10
"130350 Pauini";-;3;-;3;2;1;8;2;1;1;-;2;23
"130353 Presidente Figueiredo";22;19;17;17;7;6;13;6;9;16;22;24;178
"130356 Rio Preto da Eva";24;21;5;5;5;13;5;3;3;1;22;22;129
"130360 Santa Isabel do Rio Negro";-;-;-;-;2;1;1;-;-;2;-;-;6
"130370 Santo Antônio do Içá";-;-;-;-;-;-;-;-;-;1;-;-;1
"130380 São Gabriel da Cachoeira";6;3;3;2;5;2;1;1;2;3;3;1;32
"130390 São Paulo de Olivença";-;-;-;-;-;-;-;-;-;-;-;-;-
"130395 São Sebastião do Uatumã";1;-;-;-;1;-;-;-;-;-;-;-;2
"130400 Silves";-;-;-;1;1;-;2;-;1;-;2;-;7
"130406 Tabatinga";-;-;1;-;-;-;1;1;1;-;-;1;5
"130410 Tapauá";-;1;-;1;-;2;-;2;-;1;1;-;8
"130420 Tefé";-;1;-;-;2;1;-;-;-;-;-;-;4
"130423 Tonantins";-;-;1;1;-;-;-;-;-;-;1;-;3
"130426 Uarini";-;-;2;-;-;2;-;-;-;-;-;-;4
"130430 Urucará";-;-;-;-;-;-;-;-;-;-;-;-;-
"130440 Urucurituba";-;-;-;-;-;-;-;-;-;-;-;-;-
"130000 Município ignorado - AM";-;-;-;-;-;-;-;-;-;-;-;-;-
"140005 Alto Alegre";3;2;3;6;3;8;3;4;4;3;-;-;39
"140002 Amajari";1;-;4;3;2;2;3;-;1;3;1;-;20
"140010 Boa Vista";1;2;2;2;1;-;2;1;1;1;1;-;14
"140015 Bonfim";-;-;-;1;-;-;-;-;-;-;-;-;1
"140017 Cantá";-;2;-;-;-;-;2;-;-;-;1;-;5
"140020 Caracaraí";-;1;1;1;-;1;5;2;1;-;1;-;13
"140023 Caroebe";2;2;3;10;8;5;1;-;-;-;-;2;33
"140028 Iracema";-;-;1;-;-;-;-;-;-;-;-;-;1
"140030 Mucajaí";-;-;3;3;3;3;3;3;-;1;1;2;22
"140040 Normandia";-;-;-;-;-;-;-;-;-;-;-;-;-
"140045 Pacaraima";2;-;1;-;1;-;-;1;-;1;1;-;7
"140047 Rorainópolis";1;4;1;2;7;8;2;-;-;1;-;1;27
"140050 São João da Baliza";1;-;3;1;1;1;1;-;-;1;-;-;9
"140060 São Luiz";-;-;-;1;-;-;1;-;1;2;-;-;5
"140070 Uiramutã";-;-;-;-;-;-;-;-;-;-;-;-;-
"140000 Município ignorado - RR";-;-;-;-;-;1;-;-;-;-;-;-;1
"150010 Abaetetuba";-;1;-;-;1;-;-;-;-;-;1;-;3
"150013 Abel Figueiredo";-;-;-;-;-;1;1;1;1;1;1;-;6
"150020 Acará";3;-;-;-;2;-;-;1;1;-;-;-;7
"150030 Afuá";-;-;-;-;1;-;1;-;-;-;-;-;2
"150034 Água Azul do Norte";1;-;-;-;-;-;-;-;3;2;3;-;9
"150040 Alenquer";7;2;4;2;1;5;2;1;3;12;8;4;51
"150050 Almeirim";4;4;6;3;5;10;5;6;4;8;7;7;69
"150060 Altamira";13;19;6;9;8;7;7;-;6;8;15;10;108
"150070 Anajás";1;-;-;1;1;-;1;-;-;-;-;-;4
"150080 Ananindeua";1;-;-;-;-;-;-;-;-;-;1;-;2
"150085 Anapu";5;3;3;5;3;1;-;1;2;4;4;2;33
"150090 Augusto Corrêa";-;1;-;1;1;-;-;-;1;-;-;-;4
"150095 Aurora do Pará";2;1;1;-;-;-;-;1;-;-;-;-;5
"150100 Aveiro";-;-;1;1;1;3;1;3;4;2;2;2;20
"150110 Bagre";3;2;3;4;4;2;3;2;2;1;2;5;33
"150120 Baião";2;1;2;-;4;1;1;-;2;5;5;5;28
"150125 Bannach";-;-;-;1;1;1;1;-;1;1;-;1;7
"150130 Barcarena";-;-;-;-;-;-;-;-;-;-;-;-;-
"150140 Belém";1;-;-;-;-;-;-;-;1;1;-;-;3
"150145 Belterra";5;-;4;-;1;-;1;-;2;9;6;6;34
"150150 Benevides";-;-;-;-;-;-;-;-;-;-;-;-;-
"150157 Bom Jesus do Tocantins";1;-;1;1;-;1;1;2;1;1;2;-;11
"150160 Bonito";1;-;-;1;-;-;-;-;-;1;-;-;3
"150170 Bragança";3;5;2;3;1;-;-;1;-;1;-;-;16
"150172 Brasil Novo";5;2;2;3;1;1;-;3;11;12;7;7;54
"150175 Brejo Grande do Araguaia";-;-;-;-;-;-;-;-;-;-;-;-;-
"150178 Breu Branco";2;4;3;1;-;1;1;2;3;3;7;2;29
"150180 Breves";-;-;-;-;-;1;-;-;-;-;-;-;1
"150190 Bujaru";-;-;1;-;-;-;-;-;-;-;-;1;2
"150200 Cachoeira do Arari";-;-;-;-;-;-;-;-;-;-;-;-;-
"150195 Cachoeira do Piriá";25;11;4;2;2;3;1;-;-;1;2;5;56
"150210 Cametá";-;-;-;1;-;-;-;-;-;-;-;-;1
"150215 Canaã dos Carajás";2;2;-;1;-;-;2;-;-;1;3;5;16
"150220 Capanema";-;1;-;-;-;-;1;-;-;-;-;-;2
"150230 Capitão Poço";1;1;-;-;-;-;-;-;-;-;1;2;5
"150240 Castanhal";-;1;2;-;-;-;1;-;-;-;-;-;4
"150250 Chaves";1;-;-;-;-;-;1;1;-;-;-;-;3
"150260 Colares";1;-;-;-;-;-;-;-;-;-;-;-;1
"150270 Conceição do Araguaia";-;-;1;-;-;-;-;-;-;3;3;-;7
"150275 Concórdia do Pará";-;1;-;-;-;-;-;-;-;-;1;-;2
"150276 Cumaru do Norte";-;-;3;1;-;-;1;2;5;5;6;2;25
"150277 Curionópolis";1;-;-;-;-;-;-;-;2;1;1;-;5
"150280 Curralinho";2;1;1;1;-;-;-;-;-;-;1;-;6
"150285 Curuá";-;-;1;-;-;-;-;-;-;-;-;-;1
"150290 Curuçá";-;-;1;-;-;-;-;-;-;-;-;-;1
"150293 Dom Eliseu";4;1;2;-;4;1;-;4;9;6;1;2;34
"150295 Eldorado do Carajás";1;-;1;-;-;4;1;1;-;-;1;2;11
"150300 Faro";-;-;1;-;-;-;1;1;-;3;2;-;8
"150304 Floresta do Araguaia";-;-;-;-;-;1;-;2;3;2;1;-;9
"150307 Garrafão do Norte";4;1;1;-;-;1;-;-;1;-;1;2;11
"150309 Goianésia do Pará";5;3;6;3;3;15;15;8;7;4;2;5;76
"150310 Gurupá";-;-;-;-;1;-;-;-;-;1;-;-;2
"150320 Igarapé-Açu";-;1;2;-;-;-;1;-;-;-;-;-;4
"150330 Igarapé-Miri";3;5;4;-;4;5;1;-;2;-;1;1;26
"150340 Inhangapi";-;-;-;-;-;-;1;-;-;-;-;-;1
"150345 Ipixuna do Pará";11;3;-;4;2;1;1;2;1;5;6;4;40
"150350 Irituia";1;-;-;1;-;-;-;1;-;2;-;-;5
"150360 Itaituba";17;15;7;16;16;9;9;9;6;14;14;12;144
"150370 Itupiranga";2;4;3;1;3;-;2;-;6;1;2;2;26
"150375 Jacareacanga";3;2;3;3;2;-;1;1;3;2;1;-;21
"150380 Jacundá";2;1;1;1;1;-;1;-;1;3;-;-;11
"150390 Juruti";3;-;2;3;2;5;2;5;2;4;7;6;41
"150400 Limoeiro do Ajuru";-;-;-;-;-;-;-;-;-;-;-;-;-
"150405 Mãe do Rio";-;-;-;-;-;-;-;-;-;-;-;-;-
"150410 Magalhães Barata";-;-;-;-;-;-;-;-;-;-;-;-;-
"150420 Marabá";2;2;2;3;3;-;3;3;5;9;2;4;38
"150430 Maracanã";-;-;-;-;1;-;-;-;-;-;-;-;1
"150440 Marapanim";-;-;-;-;-;-;-;-;-;-;-;-;-
"150442 Marituba";1;-;-;-;1;-;-;-;1;-;-;-;3
"150445 Medicilândia";21;12;6;11;9;5;6;1;9;1;32;19;132
"150450 Melgaço";1;-;-;-;1;-;-;-;-;-;-;1;3
"150460 Mocajuba";-;-;-;-;-;-;-;-;-;-;-;1;1
"150470 Moju";4;4;3;3;-;1;1;2;3;3;4;3;31
"150475 Mojuí dos Campos";8;3;1;1;3;5;8;3;4;5;11;10;62
"150480 Monte Alegre";12;13;9;3;4;2;3;2;9;15;24;18;114
"150490 Muaná";-;-;-;-;-;-;-;-;3;-;-;-;3
"150495 Nova Esperança do Piriá";13;7;1;1;1;1;-;1;1;1;-;2;29
"150497 Nova Ipixuna";-;1;2;1;-;1;-;-;1;-;-;-;6
"150500 Nova Timboteua";1;-;-;1;1;-;-;-;-;-;-;1;4
"150503 Novo Progresso";4;2;4;6;5;1;3;6;6;3;6;5;51
"150506 Novo Repartimento";8;12;6;8;3;2;4;2;2;1;2;5;55
"150510 Óbidos";10;-;2;-;3;2;-;1;-;1;2;7;28
"150520 Oeiras do Pará";6;1;1;5;2;-;-;-;1;1;4;9;30
"150530 Oriximiná";3;1;1;2;1;1;5;-;4;1;4;4;27
"150540 Ourém";-;-;-;-;1;-;-;-;-;-;-;-;1
"150543 Ourilândia do Norte";1;4;4;3;1;4;3;6;6;5;1;5;43
"150548 Pacajá";8;5;5;3;1;1;1;3;2;3;3;3;38
"150549 Palestina do Pará";-;-;-;-;-;-;-;-;-;-;-;-;-
"150550 Paragominas";29;14;15;6;6;2;6;1;10;14;19;10;132
"150553 Parauapebas";1;4;3;3;8;5;5;10;8;1;6;4;58
"150555 Pau D'Arco";1;-;-;-;-;1;-;-;1;-;-;-;3
"150560 Peixe-Boi";-;-;-;-;-;-;-;-;-;-;-;-;-
"150563 Piçarra";-;-;-;-;-;-;-;-;-;-;-;-;-
"150565 Placas";3;3;3;4;1;2;4;2;2;9;8;2;43
"150570 Ponta de Pedras";-;-;-;-;-;-;-;-;-;-;-;-;-
"150580 Portel";15;15;3;11;17;12;7;8;3;9;14;7;121
"150590 Porto de Moz";3;-;1;-;-;-;2;3;1;1;3;-;14
"150600 Prainha";9;5;7;5;7;8;11;4;4;24;18;9;111
"150610 Primavera";-;-;-;1;-;-;-;-;-;-;-;-;1
"150611 Quatipuru";-;-;-;-;-;-;-;-;-;-;-;-;-
"150613 Redenção";1;2;-;-;3;1;1;3;-;1;1;-;13
"150616 Rio Maria";2;-;-;1;-;2;1;-;2;2;3;-;13
"150618 Rondon do Pará";4;1;6;3;-;1;2;3;2;7;7;1;37
"150619 Rurópolis";11;7;7;2;6;3;7;2;2;9;8;1;65
"150620 Salinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"150630 Salvaterra";-;-;-;-;-;-;-;-;-;-;-;-;-
"150635 Santa Bárbara do Pará";-;-;-;-;1;-;-;-;-;-;-;-;1
"150640 Santa Cruz do Arari";-;-;-;-;-;-;-;-;-;-;-;-;-
"150650 Santa Izabel do Pará";-;-;1;-;-;-;-;-;-;-;-;-;1
"150655 Santa Luzia do Pará";-;-;5;-;1;-;-;-;-;-;-;-;6
"150658 Santa Maria das Barreiras";2;-;3;3;-;-;-;-;1;3;1;2;15
"150660 Santa Maria do Pará";2;-;-;1;-;-;-;-;1;-;-;-;4
"150670 Santana do Araguaia";1;-;-;-;-;2;-;-;-;-;2;2;7
"150680 Santarém";19;11;7;2;10;5;4;5;18;20;12;12;125
"150690 Santarém Novo";-;-;-;-;-;-;-;-;-;-;-;-;-
"150700 Santo Antônio do Tauá";-;-;-;1;-;-;-;-;-;-;-;-;1
"150710 São Caetano de Odivelas";-;1;-;-;-;-;1;-;-;-;1;-;3
"150715 São Domingos do Araguaia";-;-;1;1;-;-;1;-;-;-;-;-;3
"150720 São Domingos do Capim";-;-;-;-;-;-;1;-;-;3;-;-;4
"150730 São Félix do Xingu";8;7;1;6;2;6;2;8;6;11;10;6;73
"150740 São Francisco do Pará";-;-;-;-;-;-;-;-;-;-;-;-;-
"150745 São Geraldo do Araguaia";-;1;-;1;-;2;-;-;1;1;1;2;9
"150746 São João da Ponta";1;-;-;-;-;-;-;-;-;-;-;-;1
"150747 São João de Pirabas";-;-;-;-;-;-;-;-;-;-;-;-;-
"150750 São João do Araguaia";-;-;-;-;-;-;2;-;-;-;-;-;2
"150760 São Miguel do Guamá";-;-;-;-;-;-;-;-;-;-;-;-;-
"150770 São Sebastião da Boa Vista";1;2;-;2;-;-;-;1;-;-;-;-;6
"150775 Sapucaia";-;-;-;-;-;-;-;-;-;1;-;-;1
"150780 Senador José Porfírio";7;6;5;5;7;-;7;2;2;3;5;2;51
"150790 Soure";-;-;-;-;-;-;1;-;-;-;-;-;1
"150795 Tailândia";6;7;5;5;4;3;2;2;4;6;11;10;65
"150796 Terra Alta";-;-;-;-;-;-;-;-;-;-;-;-;-
"150797 Terra Santa";4;1;-;-;2;1;-;-;-;-;-;2;10
"150800 Tomé-Açu";24;16;9;10;4;5;4;3;4;4;4;9;96
"150803 Tracuateua";1;1;-;1;1;1;-;-;-;-;-;-;5
"150805 Trairão";1;2;2;4;2;3;2;2;4;3;2;1;28
"150808 Tucumã";3;2;3;2;2;-;3;3;4;4;4;4;34
"150810 Tucuruí";1;1;2;-;-;-;-;-;1;-;-;1;6
"150812 Ulianópolis";8;4;-;5;-;-;4;4;11;5;3;4;48
"150815 Uruará";14;13;11;12;7;9;6;6;10;3;29;11;131
"150820 Vigia";-;-;-;-;-;-;-;-;-;-;-;-;-
"150830 Viseu";14;15;8;2;1;2;1;-;-;-;2;-;45
"150835 Vitória do Xingu";-;3;-;5;1;2;-;-;-;5;5;1;22
"150840 Xinguara";-;-;1;-;1;-;-;2;2;-;2;3;11
"150000 Município ignorado - PA";-;1;1;-;-;1;-;-;-;-;-;-;3
"160010 Amapá";-;1;-;-;-;1;-;-;-;-;-;1;3
"160020 Calçoene";8;4;8;3;-;-;1;1;1;2;3;2;33
"160021 Cutias";-;-;-;-;-;-;-;-;-;-;-;-;-
"160023 Ferreira Gomes";-;-;-;1;-;-;-;-;-;-;-;-;1
"160025 Itaubal";-;-;-;-;-;-;-;-;-;-;-;-;-
"160027 Laranjal do Jari";5;2;3;4;3;4;4;7;3;6;8;3;52
"160030 Macapá";-;1;-;-;-;-;-;-;-;-;-;-;1
"160040 Mazagão";2;-;-;2;3;4;3;2;-;-;-;-;16
"160050 Oiapoque";5;5;4;1;1;1;-;4;1;5;8;5;40
"160015 Pedra Branca do Amapari";4;5;1;1;-;2;1;1;-;-;2;3;20
"160053 Porto Grande";5;3;1;1;-;5;6;3;2;1;2;2;31
"160055 Pracuúba";-;-;-;-;-;-;-;-;-;-;-;1;1
"160060 Santana";-;-;-;-;-;-;-;1;-;1;-;-;2
"160005 Serra do Navio";3;1;1;-;1;-;-;1;-;-;-;-;7
"160070 Tartarugalzinho";1;2;1;1;1;-;2;1;-;-;1;1;11
"160080 Vitória do Jari";-;1;-;-;1;-;-;-;-;-;1;2;5
"160000 Município ignorado - AP";-;-;-;-;-;-;-;-;-;-;-;-;-
"170025 Abreulândia";-;-;1;-;-;-;-;-;-;2;-;-;3
"170030 Aguiarnópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"170035 Aliança do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-
"170040 Almas";2;2;-;-;-;-;-;1;1;-;-;-;6
"170070 Alvorada";-;-;-;-;-;-;-;-;-;-;1;-;1
"170100 Ananás";-;-;2;-;1;1;2;-;1;1;1;-;9
"170105 Angico";-;-;-;-;-;-;-;-;1;-;-;-;1
"170110 Aparecida do Rio Negro";-;-;-;-;-;-;-;-;3;1;-;-;4
"170130 Aragominas";-;-;-;-;1;-;-;-;-;-;-;-;1
"170190 Araguacema";-;-;-;1;-;1;-;2;1;-;1;1;7
"170200 Araguaçu";-;-;-;-;-;-;-;-;-;1;1;1;3
"170210 Araguaína";1;2;1;2;3;1;1;2;2;-;2;1;18
"170215 Araguanã";-;-;-;-;-;-;-;-;-;-;-;-;-
"170220 Araguatins";-;-;-;-;-;-;-;-;-;-;1;-;1
"170230 Arapoema";-;-;1;-;-;-;-;-;-;-;-;-;1
"170240 Arraias";-;-;-;-;-;-;-;-;-;-;-;-;-
"170255 Augustinópolis";-;-;-;-;-;-;-;-;-;1;-;1;2
"170270 Aurora do Tocantins";-;-;1;1;1;-;2;-;2;-;1;-;8
"170290 Axixá do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-
"170300 Babaçulândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"170305 Bandeirantes do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"170307 Barra do Ouro";-;-;-;-;-;-;-;-;-;-;-;-;-
"170310 Barrolândia";-;-;-;-;-;-;-;-;-;-;-;-;-
"170320 Bernardo Sayão";1;-;-;-;-;-;-;-;-;-;-;-;1
"170330 Bom Jesus do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"170360 Brasilândia do Tocantins";-;-;1;-;-;-;1;-;-;-;-;-;2
"170370 Brejinho de Nazaré";-;-;-;-;1;1;-;1;-;-;-;-;3
"170380 Buriti do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-
"170382 Cachoeirinha";-;-;-;-;1;-;-;-;-;-;-;-;1
"170384 Campos Lindos";-;-;-;-;-;-;-;-;-;-;-;-;-
"170386 Cariri do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-
"170388 Carmolândia";-;-;-;-;-;-;-;-;-;1;-;-;1
"170389 Carrasco Bonito";1;-;-;-;1;-;-;-;-;-;-;1;3
"170390 Caseara";-;-;-;-;-;-;-;-;-;-;-;-;-
"170410 Centenário";-;-;-;-;-;-;-;-;-;1;-;1;2
"170510 Chapada da Natividade";-;-;-;-;-;-;-;-;-;-;-;-;-
"170460 Chapada de Areia";-;-;-;-;-;1;-;-;-;-;-;-;1
"170550 Colinas do Tocantins";-;-;-;1;-;-;-;-;-;-;1;-;2
"171670 Colméia";-;-;1;-;-;-;-;-;-;1;1;-;3
"170555 Combinado";-;1;-;-;-;-;1;-;1;-;-;-;3
"170560 Conceição do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-
"170600 Couto Magalhães";-;-;1;-;-;1;-;1;1;-;1;-;5
"170610 Cristalândia";-;-;1;-;-;1;-;-;-;-;-;-;2
